,Ticker,Name,Market,Theme,Close,MCap (¥100M),12M DD (%),6M DD (%),Vol Surge (10/60),60D Avg Vol,ATR (%),20D Mom (%),Short Cover,Cover Insts,Cover Detail,R/R Score
12,7794,イーディーピー,Growth,ゲーム・エンタメ,935,149.1,-69.8,-69.8,0.79,490033,4.71,-1.79,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×4連続),91.4
13,5817,ＪＭＡＣＳ,Standard,内需・ディフェンシブ,993,55.9,-61.5,-61.5,0.31,172045,4.5,6.77,✅,1,1機関が2回以上連続買戻し (Nomura International×2連続),91
14,4422,ＶＡＬＵＥＮＥＸ,Growth,DX・SaaS,571,48.9,-65,-65,0.28,146490,4.49,6.33,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×2連続),91
15,4570,免疫生物研究所,Growth,バイオ・医療,1080,100.6,-71.6,-46.4,1.48,113920,4.92,8.87,,0,,90.7
16,4888,ステラファーマ,Growth,バイオ・医療,347,125,-65.1,-65.1,0.78,357820,4.14,13.4,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×2連続),90.3
17,4019,スタメン,Growth,DX・SaaS,642,56.4,-57.5,-18.6,2.81,46742,4.55,3.55,,0,,90
18,4425,Ｋｕｄａｎ,Growth,DX・SaaS,1395,158,-55.6,-55.6,1.13,200172,6.33,-23.48,,0,,90
19,6620,宮越ホールディングス,Prime,内需・ディフェンシブ,710,284.1,-61.1,-32.4,0.38,195010,3.81,2.9,✅,1,1機関が2回以上連続買戻し (大和証券×4連続),89.6
20,4446,Ｌｉｎｋ－Ｕグループ,Standard,DX・SaaS,855,121.2,-52.9,-37.8,0.22,267507,3.39,5.56,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×2連続),88.8
21,1514,住石ホールディングス,Standard,内需・ディフェンシブ,706,422.4,-53.7,-53.7,1.42,370705,4.05,17.67,,0,,88.2
22,4894,クオリプス,Growth,バイオ・医療,5190,428.6,-58.1,-58.1,0.9,136707,5.95,6.24,,0,,87.9
23,3134,Ｈａｍｅｅ,Standard,内需・ディフェンシブ,304,48.6,-78.6,-40.5,0.47,89438,2.68,7.42,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×7連続),87.4
24,9561,グラッドキューブ,Growth,サービス,408,34.4,-50.9,-23.9,2.91,11660,3.55,-1.69,,0,,87.2
25,7061,日本ホスピスホールディングス,Growth,サービス,486,41.1,-68.5,-52.4,1.83,85157,3.59,-15.03,,0,,86.5
26,4395,アクリート,Growth,DX・SaaS,693,52,-57.9,-50.5,0.39,100900,4.91,-7.6,,0,,85.8
27,3963,シンクロ・フード,Prime,DX・SaaS,344,96.5,-52.4,-37.5,1.01,105927,4.84,2.08,,0,,85.7
28,5599,Ｓ＆Ｊ,Growth,DX・SaaS,990,55.2,-60.3,-46.5,1.18,35598,3.69,-11.13,,0,,85.2
29,9256,サクシード,Growth,サービス,1138,40.8,-79.5,-79.5,0.44,251508,8.61,-56.56,,0,,85
30,4579,ラクオリア創薬,Growth,バイオ・医療,565,147,-61.4,-48.6,1.06,179777,4.13,24.18,,0,,84.9
31,6228,ジェイ・イー・ティ,Standard,ロボット・FA,497,65.2,-58.5,-43.1,0.42,99085,4.4,0.4,,0,,84.8
32,5026,トリプルアイズ,Growth,DX・SaaS,603,50.6,-55,-27.6,0.39,45767,2.72,0,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×2連続),84.5
33,2998,クリアル,Growth,内需・ディフェンシブ,544,194,-64.6,-37.6,1.02,175675,4.18,4.82,,0,,84.5
34,5729,日本精鉱,Standard,内需・ディフェンシブ,1786,175.1,-56.3,-46.7,0.87,30308,4.19,14.19,,0,,84.4
35,5892,ｙｕｔｏｒｉ,Growth,内需・ディフェンシブ,2455,134,-60.8,-10.2,1.74,64465,5.68,25.06,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×3連続),83.9
36,5597,ブルーイノベーション,Growth,DX・SaaS,1363,55.6,-55.2,-55.2,0.68,59385,3.94,4.69,,0,,83.9
37,5132,ｐｌｕｓｚｅｒｏ,Growth,DX・SaaS,2023,157.6,-55,-23.6,0.32,65010,3.86,1.97,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×3連続),83.6
38,4075,ブレインズテクノロジー,Growth,DX・SaaS,911,53.2,-56.6,-56.6,0.54,25340,3.64,2.59,,0,,83.3
39,4412,サイエンスアーツ,Growth,DX・SaaS,1236,100.3,-53.4,-50.6,0.38,41932,2.94,7.76,,0,,81.9
40,5031,モイ,Growth,DX・SaaS,331,57.3,-64.4,-64.4,0.09,255348,2.91,0.3,,0,,81.8
41,4840,トライアイズ,Standard,サービス,534,46.7,-60.1,-60.1,0.39,70837,5.18,-7.61,,0,,81.4
42,7375,リファインバースグループ,Growth,サービス,1174,39.3,-55.9,-55.9,1.08,60862,4.68,-4.48,,0,,81.1
43,5994,ファインシンター,Standard,内需・ディフェンシブ,997,42.7,-53.6,-44.3,0.6,15888,2.24,-3.58,,0,,80.5
44,1844,大盛工業,Standard,内需・ディフェンシブ,476,89.1,-66.4,-32.2,0.63,94793,2.12,-2.76,,0,,80.2
45,5588,ファーストアカウンティング,Growth,DX・SaaS,809,89.5,-50.8,-20.1,1.23,24675,5.25,2.93,,0,,79.9
46,6030,アドベンチャー,Growth,サービス,1500,107.7,-55.2,-27.7,1.28,13445,4.04,0.2,,0,,79
47,7034,プロレド・パートナーズ,Prime,サービス,367,40.1,-54.4,-28.6,0.67,34305,4.83,-8.02,,0,,78.5
48,7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,Growth,サービス,356,157.9,-65.9,-46.3,0.21,263865,3.57,9.54,,0,,78.1
49,9145,ビーイングホールディングス,Standard,EC・物流,572,137.8,-50.2,-25.6,0.92,26723,3.33,2.14,,0,,78.1
50,6557,ＡＩＡＩグループ,Growth,サービス,785,50.9,-51.6,-41.5,0.61,45388,3.1,15.27,,0,,77.2
51,7273,イクヨ,Standard,内需・ディフェンシブ,583,170.6,-56.2,-23.4,0.65,80392,3.69,-3.48,,0,,77.1
52,9235,売れるネット広告社グループ,Growth,サービス,498,48,-67.5,-44.2,0.64,81763,2.84,-2.92,,0,,76.7
53,7373,アイドマ・ホールディングス,Growth,サービス,956,137.9,-70.6,-50,1.03,111793,2.36,-4.4,,0,,76
54,2216,カンロ,Standard,内需・ディフェンシブ,1095,461.9,-54.6,-22.3,0.65,94653,2.19,-9.88,,0,,73.2
55,9168,ライズ・コンサルティング・グループ,Growth,サービス,413,98.9,-66.3,-21.2,0.53,142770,1.59,5.09,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×6連続),73
56,2700,木徳神糧,Standard,内需・ディフェンシブ,1790,146.5,-71.8,-20,1.02,18295,2.15,2.93,,0,,71.5
57,4013,勤次郎,Growth,DX・SaaS,669,131.8,-55.9,-11.7,1.26,46013,3.65,-2.48,,0,,70.3
58,4393,バンク・オブ・イノベーション,Growth,DX・SaaS,5420,215.4,-62.5,-6.9,1.39,37840,4.22,14.59,,0,,68.8
59,3726,フォーシーズＨＤ,Standard,内需・ディフェンシブ,405,53.2,-51.8,-16.5,0.52,23850,1.73,10.96,,0,,68.2
60,8938,グローム・ホールディングス,Growth,内需・ディフェンシブ,338,35.2,-50.9,-12.7,0.27,18628,2.98,-8.15,,0,,67.1
61,7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Prime,サービス,1261,157.1,-51.5,-12,0.54,112498,2.31,8.89,✅,1,1機関が2回以上連続買戻し (Nomura International×3連続),66.2
62,7351,グッドパッチ,Growth,サービス,475,41.5,-52.7,-14.3,1.01,12408,1.38,8.7,,0,,61.6
