,Ticker,Name,Market,Theme,Close,MCap (¥100M),12M DD (%),6M DD (%),Vol Surge (10/60),60D Avg Vol,ATR (%),20D Mom (%),Short Cover,Cover Insts,Cover Detail,R/R Score
24,4840,トライアイズ,Standard,サービス,558,48.2,-58.4,-58.4,0.38,96665,6.61,-11.85,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×5連続),90.2
25,4446,Ｌｉｎｋ－Ｕグループ,Prime,DX・SaaS,804,114,-55.7,-41.5,0.63,278257,8.61,16.86,,0,,90
26,6433,ヒーハイスト,Standard,ロボット・FA,968,60.4,-63.5,-63.5,0.55,315630,7.93,-15.97,,0,,90
27,9130,共栄タンカー,Standard,内需・ディフェンシブ,1480,113.2,-50.7,-50.7,0.63,39608,3.35,-3.58,✅,1,1機関が2回以上連続買戻し (大和証券×8連続),88.7
28,5597,ブルーイノベーション,Growth,DX・SaaS,1268,51.1,-58.7,-58.4,0.24,180037,5.7,-5.65,,0,,87.4
29,4422,ＶＡＬＵＥＮＥＸ,Growth,DX・SaaS,530,45.4,-67.5,-67.5,0.22,247552,5.63,-6.53,,0,,87.3
30,5132,ｐｌｕｓｚｅｒｏ,Growth,DX・SaaS,1915,149.1,-57.4,-30.5,0.48,73962,5.92,2.24,,0,,87.2
31,4013,勤次郎,Growth,DX・SaaS,678,133.5,-55.3,-47.8,0.57,66880,2.21,9.53,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×5連続),86.4
32,9556,ＩＮＴＬＯＯＰ,Growth,サービス,1829,172.2,-62.5,-51.6,0.44,58888,4.29,8.74,✅,1,1機関が2回以上連続買戻し (Nomura International×2連続),85.6
33,7071,アンビスホールディングス,Prime,サービス,360,353.2,-57.1,-32.2,0.6,448458,4.17,9.09,✅,1,1機関が2回以上連続買戻し (Nomura International×2連続),85.3
34,5590,ネットスターズ,Growth,DX・SaaS,666,112.5,-51.1,-32.9,0.32,322943,4.54,2.94,,0,,85.1
35,7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,Growth,サービス,318,141,-69.6,-61.7,0.93,303538,10.11,-11.91,,0,,85
36,4395,アクリート,Growth,DX・SaaS,753,56.5,-54.3,-46.2,0.5,123123,4.28,10.31,,0,,84.6
37,5031,モイ,Growth,DX・SaaS,320,44.7,-65.6,-65.6,0.11,421333,4.15,-8.57,,0,,84.3
38,5599,Ｓ＆Ｊ,Growth,DX・SaaS,1072,59.7,-57,-57,0.57,46442,4.15,8.94,,0,,84.3
39,5588,ファーストアカウンティング,Growth,DX・SaaS,774,85.6,-58.1,-30.2,0.32,32437,4.53,8.1,,0,,84.2
40,4011,ヘッドウォータース,Growth,DX・SaaS,1936,118.2,-53.7,-46.6,0.64,43543,4.06,-4.25,,0,,84.1
41,6228,ジェイ・イー・ティ,Standard,ロボット・FA,489,64.2,-59.1,-44.2,0.46,99903,4.05,-5.6,,0,,84.1
42,3963,シンクロ・フード,Prime,DX・SaaS,331,92.8,-54.2,-48.1,0.55,123382,4.01,12.2,,0,,84
43,5729,日本精鉱,Standard,内需・ディフェンシブ,1560,152.9,-61.8,-55.1,0.72,34330,3.94,8.26,,0,,83.9
44,4075,ブレインズテクノロジー,Growth,DX・SaaS,880,51.4,-58.1,-58.1,0.41,35308,3.84,0.92,,0,,83.7
45,7115,アルファパーチェス,Standard,内需・ディフェンシブ,1616,158.7,-57.3,-30.8,0.48,10087,3.88,11.29,,0,,83.4
46,5591,ＡＶＩＬＥＮ,Growth,DX・SaaS,777,47.5,-54.1,-42.8,0.49,45088,3.67,6.73,,0,,83.3
47,5892,ｙｕｔｏｒｉ,Growth,内需・ディフェンシブ,1962,107.1,-68.7,-34.3,0.89,69832,3.52,-2.24,,0,,83
48,4579,ラクオリア創薬,Growth,バイオ・医療,453,117.9,-69.1,-61.6,0.55,215657,3.48,-2.58,,0,,83
49,4488,ＡＩ　ｉｎｓｉｄｅ,Growth,DX・SaaS,2118,83.7,-50.1,-24.9,0.4,19905,2.88,5.9,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×3連続),82.7
50,9235,売れるネット広告社グループ,Growth,サービス,512,41.5,-73.3,-42.7,0.19,223700,2.73,4.7,✅,1,1機関が2回以上連続買戻し (Nomura International×7連続),82.5
51,4393,バンク・オブ・イノベーション,Growth,DX・SaaS,4660,185.2,-67.8,-30,0.8,35945,3.42,5.67,,0,,81.9
52,4880,セルソース,Standard,バイオ・医療,314,62.3,-56.9,-28.5,0.76,58648,3.96,3.29,,0,,81.7
53,9145,ビーイングホールディングス,Standard,EC・物流,556,134,-51.6,-40.8,0.72,31130,2.84,4.9,,0,,81.7
54,7375,リファインバースグループ,Growth,サービス,1234,41.3,-53.6,-53.6,0.24,174010,5.3,-7.36,,0,,81.6
55,2700,木徳神糧,Standard,内需・ディフェンシブ,1721,140.8,-72.9,-36.7,0.85,22755,2.6,-3.3,,0,,81.2
56,5994,ファインシンター,Standard,内需・ディフェンシブ,992,42.4,-53.8,-53.8,0.47,23458,2.58,2.69,,0,,81.2
57,3653,モルフォ,Growth,DX・SaaS,660,34.1,-50.6,-22.8,0.75,29728,2.26,12.24,✅,1,1機関が2回以上連続買戻し (大和証券×7連続),79.8
58,1844,大盛工業,Standard,内需・ディフェンシブ,499,93.4,-65.6,-30.5,0.63,104987,2.05,8.01,,0,,79.5
59,2195,アミタホールディングス,Growth,サービス,324,56.9,-52,-52,0.22,140737,4.03,-1.82,,0,,79.1
60,9337,トリドリ,Growth,サービス,1509,49.8,-58,-58,0.76,25142,3.97,1.28,,0,,78.9
61,7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Prime,サービス,1141,142.1,-56.3,-26.7,0.59,127793,2.5,7.95,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×3連続),78.4
62,5592,くすりの窓口,Growth,DX・SaaS,2282,259.9,-50.6,-26.4,0.66,94970,3.04,-0.39,,0,,78.2
63,6580,ライトアップ,Growth,サービス,794,39.5,-76.8,-74,0.3,64102,3.27,0.89,,0,,77.5
64,6030,アドベンチャー,Growth,サービス,1497,107.4,-56.7,-28.7,0.64,16650,4.11,21.91,,0,,77.2
65,3726,フォーシーズＨＤ,Standard,内需・ディフェンシブ,366,48.1,-56.5,-24.5,0.27,44818,3.06,7.02,,0,,76.8
66,9211,エフ・コード,Growth,サービス,1351,165.3,-54.7,-21.7,0.74,130235,3.61,-1.82,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×12連続),76.6
67,4019,スタメン,Growth,DX・SaaS,608,53.4,-59.7,-22.9,0.38,38467,3.44,5.74,,0,,76.2
68,7273,イクヨ,Standard,内需・ディフェンシブ,611,178.8,-54.1,-25.2,0.6,95203,2.48,-2.55,,0,,76.2
69,7061,日本ホスピスホールディングス,Growth,サービス,561,47.4,-63.6,-49.4,0.39,87872,2.41,6.45,,0,,75.8
70,9168,ライズ・コンサルティング・グループ,Growth,サービス,391,93.6,-69.7,-31.5,0.91,192532,2.16,2.09,,0,,75.3
71,6557,ＡＩＡＩグループ,Growth,サービス,679,44,-58.1,-53.8,0.33,60060,2.09,11.68,,0,,75.2
72,7111,ＩＮＥＳＴ,Standard,内需・ディフェンシブ,481,35.1,-50.7,-20.6,0.5,28477,3.85,12.65,,0,,75.2
73,7351,グッドパッチ,Growth,サービス,435,38,-56.7,-24.5,1.23,12815,2.07,-4.19,,0,,72
