,Ticker,Name,Market,Theme,Close,MCap (¥100M),12M DD (%),6M DD (%),Vol Surge (10/60),60D Avg Vol,ATR (%),20D Mom (%),Short Cover,Cover Insts,Cover Detail,R/R Score
26,7375,リファインバースグループ,Growth,サービス,1187,40.3,-55.4,-55.4,1.29,48185,4.22,12.94,,0,,82.4
27,5599,Ｓ＆Ｊ,Growth,DX・SaaS,998,55.7,-59.9,-40.6,0.87,30022,3.15,-6.03,,0,,82.3
28,4446,Ｌｉｎｋ－Ｕグループ,Standard,DX・SaaS,863,122.9,-52.4,-31.6,0.21,262202,3.15,7.88,,0,,82.3
29,4395,アクリート,Growth,DX・SaaS,716,54.3,-56.5,-47.7,0.3,96212,3.03,3.02,,0,,82.1
30,4412,サイエンスアーツ,Growth,DX・SaaS,1230,104.1,-53.6,-50.7,0.41,39737,2.92,12.83,,0,,81.8
31,9337,トリドリ,Growth,サービス,1519,49.5,-57.7,-25.7,1.46,27582,5.3,-5.89,,0,,81.8
32,4840,トライアイズ,Standard,サービス,645,65.1,-51.9,-51.9,0.29,66037,5.27,24.28,,0,,81.5
33,5031,モイ,Growth,DX・SaaS,334,58.5,-64.1,-64.1,0.13,158175,2.52,6.37,,0,,81
34,9556,ＩＮＴＬＯＯＰ,Growth,サービス,2348,222.3,-51.8,-26,0.97,54138,3.87,24.56,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×6連続),80.6
35,5994,ファインシンター,Standard,内需・ディフェンシブ,1016,43.6,-52.7,-43.3,0.57,15078,2.15,2.83,,0,,80.3
36,7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,Growth,サービス,339,149.5,-67.4,-48.7,0.35,264932,4.18,6.25,,0,,79.4
37,1844,大盛工業,Standard,内需・ディフェンシブ,494,91.7,-65.1,-29.6,0.66,92365,2.05,0.71,,0,,78.8
38,7351,グッドパッチ,Growth,サービス,450,40,-54.2,-17,2.34,12633,2,5.02,,0,,77
39,7373,アイドマ・ホールディングス,Growth,サービス,948,140.9,-70,-48.8,1.02,115128,2.86,-0.2,,0,,76.9
40,5132,ｐｌｕｓｚｅｒｏ,Growth,DX・SaaS,2036,164.2,-54.7,-23.1,0.34,58428,3.58,18.93,,0,,76.6
41,7034,プロレド・パートナーズ,Prime,サービス,362,38.9,-55,-27.9,0.78,34477,4.04,0.56,,0,,76.4
42,9235,売れるネット広告社グループ,Growth,サービス,495,47.3,-67.6,-44.6,0.7,70732,2.55,1.64,,0,,76.1
43,5892,ｙｕｔｏｒｉ,Growth,内需・ディフェンシブ,2549,144.2,-57.3,-6.7,1.79,64283,5.88,24.89,,0,,76.1
44,7273,イクヨ,Standard,内需・ディフェンシブ,599,175.9,-55,-19.5,1.09,64972,3.88,0.17,,0,,75.2
45,6557,ＡＩＡＩグループ,Growth,サービス,789,50.9,-51.4,-41.2,0.53,41957,2.04,13.69,,0,,75.1
46,6030,アドベンチャー,Growth,サービス,1494,117.6,-54.8,-23.3,1.22,13490,3.42,-1.45,,0,,73.7
47,2216,カンロ,Standard,内需・ディフェンシブ,1085,456,-55,-23,0.66,91085,1.65,-14.7,,0,,73.4
48,5026,トリプルアイズ,Growth,DX・SaaS,602,51.5,-55.1,-20.5,0.4,44988,2.65,7.89,,0,,72.7
49,4393,バンク・オブ・イノベーション,Growth,DX・SaaS,5890,236.5,-55.5,-0.2,1.57,39122,4.47,24.92,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×2連続),71.8
50,9168,ライズ・コンサルティング・グループ,Growth,サービス,426,103.9,-63.4,-18.7,0.7,132057,1.61,4.16,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×8連続),71
51,2700,木徳神糧,Standard,内需・ディフェンシブ,1853,150,-70.8,-17.2,0.97,18957,2.51,5.89,,0,,69.8
52,4013,勤次郎,Growth,DX・SaaS,659,132.8,-56.6,-13.1,0.99,45233,3.72,-6.13,,0,,68.9
53,3726,フォーシーズＨＤ,Standard,内需・ディフェンシブ,403,52.9,-52.1,-16.9,0.75,18955,1.49,8.92,,0,,68.5
54,8938,グローム・ホールディングス,Growth,内需・ディフェンシブ,334,34.5,-51.5,-13.7,0.23,18125,3.17,-3.47,,0,,68.3
55,7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Prime,サービス,1276,160.1,-51,-10.2,0.57,107538,2.17,3.32,,0,,58.5
