,Ticker,Name,Market,Theme,Close,MCap (¥100M),12M DD (%),6M DD (%),Vol Surge (10/60),60D Avg Vol,ATR (%),20D Mom (%),Short Cover,Cover Insts,Cover Detail,R/R Score
10,4263,サスメド,Growth,DX・SaaS,558,94.1,-54.7,-54.7,0.63,150440,6.39,-25.2,✅,1,1機関が2回以上連続買戻し (大和証券×15連続),94.8
11,9130,共栄タンカー,Standard,内需・ディフェンシブ,1465,112,-51.2,-51.2,1.9,40938,4.6,-1.94,,0,,94.2
12,1514,住石ホールディングス,Standard,内需・ディフェンシブ,624,373.3,-59.1,-59.1,0.81,403847,3.62,8.15,✅,2,"2機関が2回以上連続買戻し (モルガン・スタンレーMUFG×6連続, Barclays Capital Securiti×2連続)",93.2
13,4011,ヘッドウォータース,Growth,DX・SaaS,2067,126.2,-50.6,-33.1,0.65,42387,3.38,-2.36,✅,2,"2機関が2回以上連続買戻し (Barclays Capital Securiti×3連続, モルガン・スタンレーMUFG×2連続)",92.8
14,4395,アクリート,Growth,DX・SaaS,685,51.4,-58.4,-51.1,0.85,109763,5.37,-13.07,✅,1,1機関が2回以上連続買戻し (JPモルガン証券×5連続),92.7
15,5817,ＪＭＡＣＳ,Standard,内需・ディフェンシブ,1025,57.7,-60.2,-60.2,0.46,185978,5.25,22.46,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×4連続),92.5
16,5132,ｐｌｕｓｚｅｒｏ,Growth,DX・SaaS,1834,142.8,-59.2,-30.7,0.51,71073,5.29,-7.42,✅,1,1機関が2回以上連続買戻し (大和証券×3連続),92.2
17,4888,ステラファーマ,Growth,バイオ・医療,318,114.5,-68,-68,0.48,450975,4.16,-1.85,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×3連続),90.3
18,6620,宮越ホールディングス,Prime,内需・ディフェンシブ,660,264.1,-63.8,-37.1,0.43,193928,4.15,-11.53,✅,1,1機関が2回以上連続買戻し (大和証券×2連続),90.3
19,6580,ライトアップ,Growth,サービス,721,35.8,-78.9,-73.4,0.58,54128,4.3,-15.18,✅,2,"2機関が2回以上連続買戻し (Barclays Bank×2連続, Barclays Capital Securiti×2連続)",89.6
20,4570,免疫生物研究所,Growth,バイオ・医療,996,92.8,-73.8,-50.6,0.84,111222,3.79,-0.4,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×2連続),89.6
21,2216,カンロ,Standard,内需・ディフェンシブ,1110,468.2,-54,-31.8,1.55,96560,4.02,-4.31,,0,,89.6
22,9115,明海グループ,Standard,内需・ディフェンシブ,866,294.9,-50.6,-50.6,1.09,35540,6.28,7.05,,0,,89.4
23,5026,トリプルアイズ,Growth,DX・SaaS,569,47.7,-57.6,-37.7,0.52,46588,3.5,-4.53,✅,1,1機関が2回以上連続買戻し (Nomura International×4連続),89
24,7034,プロレド・パートナーズ,Prime,サービス,372,40.7,-53.8,-32,1.35,33870,7.66,8.45,,0,,88.5
25,6228,ジェイ・イー・ティ,Standard,ロボット・FA,497,65.2,-58.5,-43.1,0.71,100332,6.04,-1.39,,0,,88.1
26,4579,ラクオリア創薬,Growth,バイオ・医療,515,134,-64.8,-55.2,0.61,211705,2.91,4.89,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×4連続),87.8
27,5892,ｙｕｔｏｒｉ,Growth,内需・ディフェンシブ,2226,121.5,-64.4,-25.5,0.53,62602,3.17,6.97,✅,2,"2機関が2回以上連続買戻し (GOLDMAN SACHS×3連続, Citigroup Global Markets ×2連続)",87.7
28,4840,トライアイズ,Standard,サービス,570,49.3,-57.5,-57.5,0.51,71950,5.05,-11.76,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×7連続),87.1
29,4013,勤次郎,Growth,DX・SaaS,729,143.6,-52,-29.6,0.8,51825,2.67,4.59,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×7連続),86
30,5729,日本精鉱,Standard,内需・ディフェンシブ,1700,166.7,-58.4,-50.3,1.19,31052,3.96,11.11,,0,,85.8
31,9556,ＩＮＴＬＯＯＰ,Growth,サービス,1931,181.8,-60.4,-44.5,0.74,56827,4.34,7.4,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×3連続),85.7
32,4422,ＶＡＬＵＥＮＥＸ,Growth,DX・SaaS,561,48,-65.6,-65.6,0.34,166638,4.65,-1.58,,0,,85.3
33,3963,シンクロ・フード,Prime,DX・SaaS,352,98.7,-51.3,-39.8,0.55,120932,4.02,3.53,,0,,84
34,2998,クリアル,Growth,内需・ディフェンシブ,497,177.2,-67.7,-50.2,0.72,203373,3.82,-7.96,,0,,83.6
35,4811,ドリーム・アーツ,Growth,DX・SaaS,791,94.8,-50.3,-33.2,0.47,17318,3.76,-9.08,,0,,83.5
36,3692,ＦＦＲＩセキュリティ,Growth,DX・SaaS,5430,429.5,-60.5,-47.6,0.62,128800,3.67,1.69,,0,,83.3
37,4446,Ｌｉｎｋ－Ｕグループ,Standard,DX・SaaS,801,113.5,-55.8,-41.7,0.2,267873,3.65,-5.21,,0,,83.3
38,4075,ブレインズテクノロジー,Growth,DX・SaaS,866,50.6,-58.8,-58.8,0.31,27230,3.39,-2.81,,0,,82.8
39,4412,サイエンスアーツ,Growth,DX・SaaS,1140,92.5,-57.1,-54.6,0.35,45877,3.36,-5,,0,,82.7
40,5591,ＡＶＩＬＥＮ,Growth,DX・SaaS,790,48.3,-53.4,-37.5,0.32,37450,3.31,-6.4,,0,,82.6
41,5599,Ｓ＆Ｊ,Growth,DX・SaaS,1089,60.7,-56.3,-54.8,0.34,37532,3.29,-1.09,,0,,82.6
42,7373,アイドマ・ホールディングス,Growth,サービス,935,139,-71.3,-55.7,1.07,112562,2.44,-25.5,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×4連続),82.6
43,4575,キャンバス,Growth,バイオ・医療,753,148.4,-51.7,-18.8,0.87,229865,4.99,-0.66,✅,1,1機関が2回以上連続買戻し (Nomura International×2連続),82
44,5031,モイ,Growth,DX・SaaS,330,57.1,-64.5,-64.5,0.07,424177,2.92,-5.71,,0,,81.8
45,5994,ファインシンター,Standard,内需・ディフェンシブ,979,41.9,-54.4,-54.4,0.84,20112,2.8,-1.31,,0,,81.6
46,9145,ビーイングホールディングス,Standard,EC・物流,573,138.1,-50.1,-36.4,0.61,28710,2.75,10.62,,0,,81.5
47,3267,フィル・カンパニー,Standard,内需・ディフェンシブ,628,33.7,-50.7,-50.7,0.52,39203,2.53,-15.48,,0,,81
48,7071,アンビスホールディングス,Prime,サービス,390,382.6,-53.5,-26.6,0.75,390405,3.72,4,✅,1,1機関が2回以上連続買戻し (モルガン・スタンレーMUFG×3連続),80.7
49,4393,バンク・オブ・イノベーション,Growth,DX・SaaS,4980,197.9,-65.5,-21.2,0.76,35742,3.27,-0.2,✅,1,1機関が2回以上連続買戻し (Barclays Capital Securiti×4連続),80.5
50,2700,木徳神糧,Standard,内需・ディフェンシブ,1684,137.7,-73.5,-38.1,1.02,18868,2.08,-3.77,,0,,80.4
51,9337,トリドリ,Growth,サービス,1698,56.1,-52.7,-48.9,1.09,22590,4.22,6.66,,0,,80.3
52,1844,大盛工業,Standard,内需・ディフェンシブ,475,88.9,-66.5,-32.3,0.68,100687,1.85,-4.49,,0,,80
53,7375,リファインバースグループ,Growth,サービス,1199,40.1,-54.9,-54.9,0.31,98773,4.37,-4.77,,0,,79.8
54,7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,Growth,サービス,358,158.8,-65.7,-46,0.29,276013,4.19,-16.36,,0,,79.4
55,6557,ＡＩＡＩグループ,Growth,サービス,767,49.7,-52.7,-42.8,0.99,49360,3.81,15.51,,0,,78.6
56,4880,セルソース,Standard,バイオ・医療,330,65.5,-53,-24.8,0.7,57260,3.46,-4.9,,0,,77.8
57,9235,売れるネット広告社グループ,Growth,サービス,503,40.8,-67.1,-43.7,0.45,110988,3.02,0,,0,,77
58,7273,イクヨ,Standard,内需・ディフェンシブ,605,177,-54.6,-24.5,0.44,93475,2.48,-3.51,,0,,75.6
59,7061,日本ホスピスホールディングス,Growth,サービス,564,47.7,-63.4,-48.4,0.42,82352,1.99,-4.08,,0,,75
60,4165,プレイド,Growth,AI・データ,602,247.3,-51.3,-19.2,0.51,446628,3.84,8.27,,0,,74
61,4019,スタメン,Growth,DX・SaaS,626,55,-58.5,-20.7,0.39,35363,3.15,0.48,,0,,73.8
62,6030,アドベンチャー,Growth,サービス,1550,111.2,-55.2,-26.2,0.42,13603,3.32,7.86,,0,,73.6
63,8938,グローム・ホールディングス,Growth,内需・ディフェンシブ,330,34.3,-52.8,-14.7,0.36,21343,3.79,-5.98,,0,,70.4
64,9168,ライズ・コンサルティング・グループ,Growth,サービス,397,95.1,-68.2,-24.2,0.6,160788,1.85,-1,,0,,69.4
65,3726,フォーシーズＨＤ,Standard,内需・ディフェンシブ,400,52.5,-52.4,-17.5,0.46,30813,1.89,8.7,,0,,69
66,7351,グッドパッチ,Growth,サービス,435,38,-56.7,-21.5,0.56,12288,0.8,-5.43,,0,,67.2
67,7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Prime,サービス,1222,152.2,-53,-16,0.54,114682,2.72,6.35,,0,,64.2
