,Ticker,Name,Market,Theme,Close,MCap (¥100M),12M DD (%),6M DD (%),Vol Surge (10/60),60D Avg Vol,ATR (%),20D Mom (%),Short Cover,Cover Insts,Cover Detail,R/R Score
16,7375,リファインバースグループ,Growth,サービス,1139,39,-57.2,-57.2,0.61,43712,4.23,-2.48,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×3連続),85.4
17,3963,シンクロ・フード,Prime,DX・SaaS,341,96.7,-52.9,-32.6,0.88,85878,4.71,-0.29,,0,,85.4
18,5817,ＪＭＡＣＳ,Standard,内需・ディフェンシブ,1000,59.7,-61.2,-61.2,0.29,164540,4.44,-2.72,,0,,84.9
19,7061,日本ホスピスホールディングス,Growth,サービス,472,40.5,-69.4,-46.6,0.92,77970,3.81,-16.75,✅,1,1機関が2回以上連続買戻し (野村證券×3連続),84.6
20,2998,クリアル,Growth,内需・ディフェンシブ,541,196.9,-64.8,-36.2,0.52,159928,4.28,10.18,,0,,84.6
21,4888,ステラファーマ,Growth,バイオ・医療,358,130,-64,-64,0.7,308878,4.17,13.65,,0,,84.3
22,3853,アステリア,Prime,DX・SaaS,1111,191.6,-59.6,-59.6,0.52,489737,4.1,0.63,,0,,84.2
23,6228,ジェイ・イー・ティ,Standard,ロボット・FA,538,69.8,-55.1,-38.4,0.72,78605,3.68,0.94,,0,,83.4
24,5729,日本精鉱,Standard,内需・ディフェンシブ,1769,169.9,-56.7,-47.2,0.72,28533,3.41,12.32,,0,,82.8
25,9256,サクシード,Growth,サービス,1022,37.7,-81.6,-81.6,0.21,248125,5.53,-26.63,,0,,82.1
26,4395,アクリート,Growth,DX・SaaS,718,53.7,-56.4,-43.1,0.25,91163,3,-0.14,,0,,82
27,7034,プロレド・パートナーズ,Prime,サービス,342,37.7,-57.5,-28.3,1,35642,3.43,-2.84,✅,1,1機関が2回以上連続買戻し (GOLDMAN SACHS×7連続),81.5
28,5031,モイ,Growth,DX・SaaS,330,59.1,-64.5,-64.5,0.28,84483,2.49,-1.2,,0,,81
29,5994,ファインシンター,Standard,内需・ディフェンシブ,1013,44.2,-52.8,-39.9,0.51,14628,2.16,4.54,,0,,80.3
30,4393,バンク・オブ・イノベーション,Growth,DX・SaaS,5270,219.4,-58.7,-16.1,1.47,40920,5.74,3.74,,0,,80.1
31,1844,大盛工業,Standard,内需・ディフェンシブ,472,88.7,-66.7,-32.7,0.74,84615,1.94,2.16,,0,,80
32,5599,Ｓ＆Ｊ,Growth,DX・SaaS,1000,56.3,-59.9,-40.5,0.53,26868,1.81,-7.06,,0,,80
33,7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,Growth,サービス,319,144.6,-69.4,-46.6,0.34,258723,3.93,-7.8,,0,,78.9
34,7273,イクヨ,Standard,内需・ディフェンシブ,580,170.3,-56.4,-22,0.81,61773,4.22,-4.61,,0,,77.1
35,9235,売れるネット広告社グループ,Growth,サービス,470,46.1,-69.3,-47.4,0.46,65815,2.96,-6.93,,0,,76.9
36,5132,ｐｌｕｓｚｅｒｏ,Growth,DX・SaaS,2024,163.9,-55,-23.5,0.38,54152,3.52,5.97,,0,,76.9
37,9337,トリドリ,Growth,サービス,1438,47.8,-59.9,-29.7,0.94,29175,3.53,-19.21,,0,,76.8
38,7373,アイドマ・ホールディングス,Growth,サービス,942,136.7,-70.1,-49,0.89,112907,2.8,3.49,,0,,76.6
39,6557,ＡＩＡＩグループ,Growth,サービス,742,48.7,-54.3,-43.9,0.51,37095,2.16,1.5,,0,,75.3
40,9556,ＩＮＴＬＯＯＰ,Growth,サービス,2197,221.6,-54.9,-25.4,0.99,52162,4.05,8.92,,0,,74.4
41,7351,グッドパッチ,Growth,サービス,480,41.4,-51.1,-11.4,2.26,13118,2.67,12.28,,0,,73.1
42,5026,トリプルアイズ,Growth,DX・SaaS,604,51.7,-55,-16.5,0.49,45305,3.68,6.71,,0,,71.5
43,4019,スタメン,Growth,DX・SaaS,636,57.2,-57.1,-9.7,1.33,48580,4.63,-0.78,,0,,71.3
44,2216,カンロ,Standard,内需・ディフェンシブ,1094,463.2,-54.6,-20.3,0.77,89407,1.33,2.82,,0,,71.3
45,8938,グローム・ホールディングス,Growth,内需・ディフェンシブ,328,34.7,-51.2,-15.2,0.24,16862,3.09,-5.2,,0,,69.4
46,2700,木徳神糧,Standard,内需・ディフェンシブ,1781,145.7,-72,-16.7,1.02,18393,2.32,4.64,,0,,69.2
47,3726,フォーシーズＨＤ,Standard,内需・ディフェンシブ,403,52.5,-52.1,-16.9,1.04,14592,1.31,1.77,,0,,69
48,5892,ｙｕｔｏｒｉ,Growth,内需・ディフェンシブ,2518,139.3,-56.1,-7.9,0.92,64067,5.6,13.78,,0,,68.5
49,4013,勤次郎,Growth,DX・SaaS,647,129,-57.4,-14.3,0.89,42585,2.91,-9.89,,0,,68.3
50,9168,ライズ・コンサルティング・グループ,Growth,サービス,420,103,-61.6,-18,1.04,118427,1.96,6.33,,0,,64.8
51,6030,アドベンチャー,Growth,サービス,1580,114.9,-51.1,-14.9,0.87,13760,2.51,8.29,,0,,62.9
52,7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Prime,サービス,1240,156.9,-52,-11.3,0.54,97982,2.13,2.31,,0,,59.3
