date,time,strategy,symbol,price,under_before,under_after,under_inc,under_pct,consecutive
2026-07-16,09:17:17,UNDER急増,7352,408.0,90000,140800,50800,56.4,
2026-07-16,09:18:26,UNDER急増,7352,403.0,89700,135500,45800,51.1,
2026-07-16,09:20:11,UNDER急増,7352,398.0,74400,131300,56900,76.5,
2026-07-16,09:20:48,小口売り連続/STRONG,3686,73.0,,,,,10
2026-07-16,09:21:41,UNDER急増,7352,392.0,76500,119500,43000,56.2,
2026-07-16,09:23:17,UNDER急増,7352,390.0,60200,118800,58600,97.3,
2026-07-16,09:25:07,UNDER急増,4075,916.0,11200,20600,9400,83.9,
2026-07-16,09:29:11,UNDER急増,4840,656.0,10100,20400,10300,102.0,
2026-07-16,09:32:32,小口売り連続/WATCH,4412,1555.0,,,,,5
2026-07-16,09:34:22,小口売り連続/WATCH,4176,276.0,,,,,5
2026-07-16,09:38:17,UNDER急増,4840,647.0,8400,19100,10700,127.4,
2026-07-16,09:41:16,UNDER急増,7352,392.0,59800,122800,63000,105.4,
2026-07-16,09:42:49,UNDER急増,4075,916.0,13200,21600,8400,63.6,
2026-07-16,09:43:48,UNDER急増,7352,388.0,57200,108600,51400,89.9,
2026-07-16,09:45:24,UNDER急増,5597,1414.0,26200,32600,6400,24.4,
2026-07-16,09:47:41,小口売り連続/WATCH,4575,762.0,,,,,5
2026-07-16,09:48:31,UNDER急増,7352,388.0,62000,112400,50400,81.3,
2026-07-16,09:51:05,小口売り連続/WATCH,5724,2421.0,,,,,5
2026-07-16,09:51:13,UNDER急増,4575,765.0,49600,83400,33800,68.1,
2026-07-16,09:53:41,UNDER急増,7352,388.0,58000,109400,51400,88.6,
2026-07-16,09:55:11,小口売り連続/WATCH,3686,73.0,,,,,5
2026-07-16,09:57:27,小口売り連続/WATCH,4412,1452.0,,,,,5
2026-07-16,09:58:04,UNDER急増,7352,386.0,53700,67600,13900,25.9,
2026-07-16,09:58:31,UNDER急増,4075,916.0,14000,22300,8300,59.3,
2026-07-16,09:59:00,小口売り連続/WATCH,4894,4610.0,,,,,5
2026-07-16,09:59:53,UNDER急増,4075,912.0,12900,21300,8400,65.1,
2026-07-16,10:00:03,UNDER急増,4488,2120.0,8000,13700,5700,71.2,
2026-07-16,10:01:05,UNDER急増,4075,912.0,12600,21000,8400,66.7,
2026-07-16,10:01:18,UNDER急増,4840,643.0,10500,20100,9600,91.4,
2026-07-16,10:02:20,UNDER急増,4575,760.0,68300,82200,13900,20.4,
2026-07-16,10:03:39,UNDER急増,4075,913.0,12900,22200,9300,72.1,
2026-07-16,10:04:00,小口売り連続/WATCH,9229,152.0,,,,,5
2026-07-16,10:04:28,小口売り連続/STRONG,3686,73.0,,,,,10
2026-07-16,10:09:25,小口売り連続/WATCH,4056,218.0,,,,,5
2026-07-16,10:13:49,小口売り連続/WATCH,5817,1062.0,,,,,5
2026-07-16,10:17:24,小口売り連続/WATCH,7352,381.0,,,,,5
2026-07-16,10:17:26,小口売り連続/WATCH,5597,1390.0,,,,,5
2026-07-16,10:18:24,UNDER急増,4570,995.0,38700,55300,16600,42.9,
2026-07-16,10:18:52,小口売り連続/WATCH,4418,985.0,,,,,5
2026-07-16,10:19:33,UNDER急増,4570,994.0,39500,55400,15900,40.3,
2026-07-16,10:23:24,小口売り連続/WATCH,3963,344.0,,,,,5
2026-07-16,10:29:05,小口売り連続/WATCH,4894,4545.0,,,,,5
2026-07-16,10:30:44,小口売り連続/WATCH,9327,207.0,,,,,5
2026-07-16,10:39:31,UNDER急増,6228,497.0,28900,49100,20200,69.9,
2026-07-16,10:40:48,小口売り連続/WATCH,5707,826.0,,,,,5
2026-07-16,10:40:50,UNDER急増,6228,497.0,28900,49100,20200,69.9,
2026-07-16,10:41:59,小口売り連続/WATCH,5817,1092.0,,,,,5
2026-07-16,10:51:23,UNDER急増,4570,996.0,40500,56400,15900,39.3,
2026-07-16,10:54:30,小口売り連続/WATCH,9115,840.0,,,,,5
2026-07-16,10:56:20,小口売り連続/WATCH,4412,1509.0,,,,,5
2026-07-16,10:57:25,小口売り連続/WATCH,3686,73.0,,,,,5
2026-07-16,10:59:03,小口売り連続/WATCH,4412,1501.0,,,,,5
2026-07-16,11:02:54,小口売り連続/WATCH,4176,275.0,,,,,5
2026-07-16,11:04:54,小口売り連続/WATCH,5817,1069.0,,,,,5
2026-07-16,11:05:48,小口売り連続/WATCH,4575,745.0,,,,,5
2026-07-16,11:06:11,UNDER急増,9115,832.0,10700,21800,11100,103.7,
2026-07-16,11:06:27,小口売り連続/STRONG,3686,73.0,,,,,10
2026-07-16,11:06:44,小口売り連続/WATCH,4412,1498.0,,,,,5
2026-07-16,11:10:11,UNDER急増,4075,915.0,13700,24500,10800,78.8,
2026-07-16,11:11:43,小口売り連続/WATCH,4418,1007.0,,,,,5
2026-07-16,11:12:57,小口売り連続/WATCH,4418,1000.0,,,,,5
2026-07-16,11:16:35,UNDER急増,4075,912.0,12800,21200,8400,65.6,
2026-07-16,11:18:36,小口売り連続/WATCH,4418,993.0,,,,,5
2026-07-16,11:18:55,UNDER急増,4075,912.0,14300,22600,8300,58.0,
2026-07-16,11:22:00,小口売り連続/WATCH,4165,600.0,,,,,5
2026-07-16,11:22:48,小口売り連続/WATCH,6620,708.0,,,,,5
2026-07-16,12:05:03,UNDER急増,6495,124.0,45600,55600,10000,21.9,
2026-07-16,12:05:05,UNDER急増,4075,912.0,5300,6400,1100,20.8,
2026-07-16,12:24:12,UNDER急増,4575,739.0,31400,38700,7300,23.2,
2026-07-16,12:26:36,UNDER急増,3807,88.0,23500,49000,25500,108.5,
2026-07-16,12:27:00,UNDER急増,5031,345.0,29900,38100,8200,27.4,
2026-07-16,12:28:00,UNDER急増,4840,647.0,9100,12700,3600,39.6,
2026-07-16,12:30:00,小口売り連続/WATCH,6228,500.0,,,,,5
2026-07-16,12:31:03,UNDER急増,5031,344.0,38100,91100,53000,139.1,
2026-07-16,12:32:00,UNDER急増,5892,2081.0,25700,31400,5700,22.2,
2026-07-16,12:34:30,小口売り連続/WATCH,9130,1432.0,,,,,5
2026-07-16,12:34:49,UNDER急増,3747,434.0,20300,45500,25200,124.1,
2026-07-16,12:35:01,小口売り連続/WATCH,5817,1071.0,,,,,5
2026-07-16,12:41:24,UNDER急増,4075,915.0,12300,22400,10100,82.1,
2026-07-16,12:43:01,小口売り連続/WATCH,4412,1484.0,,,,,5
2026-07-16,12:44:11,小口売り連続/WATCH,9327,204.0,,,,,5
2026-07-16,12:48:32,小口売り連続/WATCH,6620,702.0,,,,,5
2026-07-16,12:55:02,UNDER急増,4575,741.0,40100,75100,35000,87.3,
2026-07-16,12:55:55,小口売り連続/WATCH,4412,1463.0,,,,,5
2026-07-16,13:05:54,小口売り連続/WATCH,5817,1083.0,,,,,5
2026-07-16,13:09:11,小口売り連続/WATCH,5817,1071.0,,,,,5
2026-07-16,13:19:44,小口売り連続/WATCH,4446,805.0,,,,,5
2026-07-16,13:20:12,小口売り連続/WATCH,6620,701.0,,,,,5
2026-07-16,13:33:01,小口売り連続/WATCH,5817,1060.0,,,,,5
2026-07-16,13:34:04,小口売り連続/WATCH,5724,2408.0,,,,,5
2026-07-16,13:36:40,小口売り連続/WATCH,6620,704.0,,,,,5
2026-07-16,13:41:11,小口売り連続/WATCH,5817,1052.0,,,,,5
2026-07-16,13:47:14,小口売り連続/WATCH,4412,1422.0,,,,,5
2026-07-16,13:50:43,UNDER急増,6620,700.0,49100,61000,11900,24.2,
2026-07-16,13:58:47,小口売り連続/WATCH,4570,982.0,,,,,5
2026-07-16,14:01:22,小口売り連続/WATCH,4813,334.0,,,,,5
2026-07-16,14:02:38,小口売り連続/WATCH,4395,776.0,,,,,5
2026-07-16,14:03:43,小口売り連続/WATCH,7352,374.0,,,,,5
2026-07-16,14:05:14,小口売り連続/WATCH,3686,73.0,,,,,5
2026-07-16,14:05:17,小口売り連続/STRONG,4813,334.0,,,,,10
2026-07-16,14:05:18,UNDER急増,9115,829.0,13700,24300,10600,77.4,
2026-07-16,14:10:29,UNDER急増,9327,201.0,7800,9800,2000,25.6,
2026-07-16,14:13:11,小口売り連続/STRONG,3686,73.0,,,,,10
2026-07-16,14:21:25,UNDER急増,9327,200.0,7800,9800,2000,25.6,
2026-07-16,14:24:46,小口売り連続/WATCH,6620,705.0,,,,,5
2026-07-16,14:26:10,小口売り連続/WATCH,4840,681.0,,,,,5
2026-07-16,14:27:20,小口売り連続/STRONG,6620,705.0,,,,,10
2026-07-16,14:28:11,UNDER急増,6495,122.0,58900,74700,15800,26.8,
2026-07-16,14:41:45,小口売り連続/WATCH,5817,1048.0,,,,,5
2026-07-16,14:43:36,UNDER急増,6495,122.0,58900,74700,15800,26.8,
2026-07-16,14:45:54,小口売り連続/WATCH,3963,341.0,,,,,5
2026-07-16,14:46:35,UNDER急増,9327,201.0,13000,16000,3000,23.1,
2026-07-16,14:47:06,小口売り連続/WATCH,5817,1039.0,,,,,5
2026-07-16,14:47:12,小口売り連続/WATCH,4412,1382.0,,,,,5
2026-07-16,14:47:19,小口売り連続/WATCH,6228,497.0,,,,,5
2026-07-16,14:47:33,小口売り連続/WATCH,6620,710.0,,,,,5
2026-07-16,14:48:59,小口売り連続/STRONG,6620,710.0,,,,,10
2026-07-16,14:49:38,UNDER急増,6495,122.0,59000,74800,15800,26.8,
2026-07-16,14:50:40,小口売り連続/WATCH,5817,1040.0,,,,,5
2026-07-16,14:52:18,小口売り連続/WATCH,6620,709.0,,,,,5
2026-07-16,15:01:43,小口売り連続/WATCH,2998,532.0,,,,,5
2026-07-16,15:05:30,小口売り連続/WATCH,2998,532.0,,,,,5
2026-07-16,15:05:32,小口売り連続/WATCH,4418,951.0,,,,,5
2026-07-16,15:06:51,小口売り連続/WATCH,6620,706.0,,,,,5
2026-07-16,15:07:08,小口売り連続/WATCH,4418,948.0,,,,,5
2026-07-16,15:08:31,小口売り連続/WATCH,3692,5520.0,,,,,5
2026-07-16,15:08:41,小口売り連続/STRONG,6620,706.0,,,,,10
2026-07-16,15:10:16,小口売り連続/WATCH,3963,338.0,,,,,5
2026-07-16,15:12:07,小口売り連続/WATCH,5597,1363.0,,,,,5
2026-07-16,15:12:23,小口売り連続/WATCH,6620,706.0,,,,,5
2026-07-16,15:12:41,小口売り連続/WATCH,2998,530.0,,,,,5
2026-07-16,15:12:56,UNDER急増,6495,122.0,59000,74800,15800,26.8,
2026-07-16,15:14:21,小口売り連続/STRONG,6620,706.0,,,,,10
2026-07-16,15:14:25,小口売り連続/WATCH,4412,1353.0,,,,,5
2026-07-16,15:16:30,UNDER急増,5707,813.0,82700,114400,31700,38.3,
2026-07-16,15:17:29,小口売り連続/WATCH,6620,707.0,,,,,5
2026-07-16,15:18:12,小口売り連続/WATCH,7602,177.0,,,,,5
2026-07-16,15:18:43,小口売り連続/WATCH,9130,1441.0,,,,,5
2026-07-16,15:19:42,小口売り連続/WATCH,2998,533.0,,,,,5
2026-07-16,15:20:14,小口売り連続/WATCH,4840,653.0,,,,,5
2026-07-16,15:24:04,小口売り連続/WATCH,5707,814.0,,,,,5
2026-07-16,15:25:02,UNDER急増,4075,900.0,5100,6200,1100,21.6,
2026-07-16,15:26:49,UNDER急増,6495,122.0,34800,45900,11100,31.9,
2026-07-16,15:30:00,UNDER急増,6495,122.0,35600,46900,11300,31.7,
2026-07-17,09:01:19,UNDER急増,5132,1995.0,15500,19700,4200,27.1,
2026-07-17,09:01:31,UNDER急増,4412,1334.0,30400,37200,6800,22.4,
2026-07-17,09:01:37,UNDER急増,4165,585.0,125300,170600,45300,36.2,
2026-07-17,09:01:47,UNDER急増,4446,812.0,70300,85300,15000,21.3,
2026-07-17,09:01:58,UNDER急増,5599,1166.0,19300,27700,8400,43.5,
2026-07-17,09:02:04,UNDER急増,6228,492.0,29900,50700,20800,69.6,
2026-07-17,09:02:09,UNDER急増,4840,642.0,7200,16500,9300,129.2,
2026-07-17,09:02:35,UNDER急増,5892,2077.0,22500,30800,8300,36.9,
2026-07-17,09:02:37,UNDER急増,6620,695.0,48100,72000,23900,49.7,
2026-07-17,09:02:49,UNDER急増,4446,812.0,71500,86500,15000,21.0,
2026-07-17,09:03:02,UNDER急増,5707,792.0,70500,98400,27900,39.6,
2026-07-17,09:03:02,UNDER急増,3692,5430.0,21000,29700,8700,41.4,
2026-07-17,09:03:03,UNDER急増,5724,2302.0,16100,20700,4600,28.6,
2026-07-17,09:03:05,UNDER急増,5599,1177.0,19800,28200,8400,42.4,
2026-07-17,09:03:06,UNDER急増,9115,823.0,8700,19300,10600,121.8,
2026-07-17,09:03:14,UNDER急増,5591,816.0,9200,11300,2100,22.8,
2026-07-17,09:03:16,UNDER急増,4418,903.0,53200,79000,25800,48.5,
2026-07-17,09:03:17,UNDER急増,4165,580.0,131500,175300,43800,33.3,
2026-07-17,09:03:17,UNDER急増,9327,189.0,16500,21100,4600,27.9,
2026-07-17,09:03:26,UNDER急増,4412,1319.0,27800,34300,6500,23.4,
2026-07-17,09:04:21,UNDER急増,4840,630.0,10100,18900,8800,87.1,
2026-07-17,09:04:37,UNDER急増,3963,337.0,18300,64300,46000,251.4,
2026-07-17,09:04:58,小口売り連続/WATCH,7018,9820.0,,,,,5
2026-07-17,09:05:03,小口売り連続/WATCH,3692,5310.0,,,,,5
2026-07-17,09:05:04,UNDER急増,4011,1963.0,10400,14000,3600,34.6,
2026-07-17,09:05:13,小口売り連続/WATCH,5597,1342.0,,,,,5
2026-07-17,09:05:22,UNDER急増,6228,488.0,23900,44700,20800,87.0,
2026-07-17,09:06:02,UNDER急増,4446,810.0,69100,84100,15000,21.7,
2026-07-17,09:06:07,UNDER急増,3692,5290.0,21500,27200,5700,26.5,
2026-07-17,09:06:40,小口売り連続/WATCH,5597,1332.0,,,,,5
2026-07-17,09:07:31,UNDER急増,9130,1436.0,14100,22500,8400,59.6,
2026-07-17,09:07:47,UNDER急増,4570,960.0,29200,45300,16100,55.1,
2026-07-17,09:08:31,UNDER急増,4446,803.0,65700,80700,15000,22.8,
2026-07-17,09:08:34,小口売り連続/WATCH,9229,142.0,,,,,5
2026-07-17,09:09:21,UNDER急増,4840,625.0,8800,18600,9800,111.4,
2026-07-17,09:10:34,投げ売り/買い気配へぶつけ,7352,353.0,,,,,
2026-07-17,09:11:33,UNDER急増,6228,483.0,24700,47900,23200,93.9,
2026-07-17,09:12:36,UNDER急増,3807,86.0,38100,49900,11800,31.0,
2026-07-17,09:12:47,UNDER急増,4570,961.0,37100,53200,16100,43.4,
2026-07-17,09:15:03,UNDER急増,3807,86.0,38100,49900,11800,31.0,
2026-07-17,09:16:13,UNDER急増,5599,1160.0,20700,29300,8600,41.5,
2026-07-17,09:16:26,UNDER急増,4412,1280.0,26700,34200,7500,28.1,
2026-07-17,09:17:13,UNDER急増,3747,420.0,44800,69500,24700,55.1,
2026-07-17,09:17:17,UNDER急増,4840,619.0,9700,19400,9700,100.0,
2026-07-17,09:18:01,小口売り連続/WATCH,4412,1275.0,,,,,5
2026-07-17,09:18:08,小口売り連続/WATCH,4075,887.0,,,,,5
2026-07-17,09:22:36,UNDER急増,7071,377.0,298500,369100,70600,23.7,
2026-07-17,09:23:44,UNDER急増,4075,876.0,10300,18500,8200,79.6,
2026-07-17,09:24:35,小口売り連続/WATCH,3692,5250.0,,,,,5
2026-07-17,09:25:07,UNDER急増,4412,1275.0,25100,31900,6800,27.1,
2026-07-17,09:26:10,UNDER急増,7602,172.0,98000,181000,83000,84.7,
2026-07-17,09:27:42,小口売り連続/WATCH,5724,2265.0,,,,,5
2026-07-17,09:28:54,UNDER急増,4395,741.0,26900,43400,16500,61.3,
2026-07-17,09:29:36,UNDER急増,6228,481.0,25600,47800,22200,86.7,
2026-07-17,09:29:52,小口売り連続/WATCH,4418,923.0,,,,,5
2026-07-17,09:31:57,小口売り連続/WATCH,4894,4400.0,,,,,5
2026-07-17,09:32:07,投げ売り/買い気配へぶつけ,4395,740.0,,,,,
2026-07-17,09:33:33,UNDER急増,3807,86.0,37800,49600,11800,31.2,
2026-07-17,09:35:46,小口売り連続/WATCH,4412,1267.0,,,,,5
2026-07-17,09:35:58,小口売り連続/WATCH,4894,4400.0,,,,,5
2026-07-17,09:37:14,小口売り連続/WATCH,5817,985.0,,,,,5
2026-07-17,09:39:11,UNDER急増,4011,1969.0,20000,25500,5500,27.5,
2026-07-17,09:41:18,UNDER急増,4840,614.0,5100,16400,11300,221.6,
2026-07-17,09:47:08,小口売り連続/WATCH,5817,1011.0,,,,,5
2026-07-17,09:47:13,UNDER急増,4056,208.0,25900,33500,7600,29.3,
2026-07-17,09:47:27,UNDER急増,7602,171.0,95300,178300,83000,87.1,
2026-07-17,09:48:00,UNDER急増,4395,742.0,27900,44400,16500,59.1,
2026-07-17,09:48:03,UNDER急増,4570,953.0,32600,48200,15600,47.9,
2026-07-17,09:50:11,UNDER急増,7602,172.0,95300,178300,83000,87.1,
2026-07-17,09:51:03,小口売り連続/WATCH,7352,347.0,,,,,5
2026-07-17,09:51:47,UNDER急増,4056,207.0,26700,33700,7000,26.2,
2026-07-17,09:51:59,小口売り連続/WATCH,5132,1991.0,,,,,5
2026-07-17,09:52:16,UNDER急増,7602,172.0,96000,179000,83000,86.5,
2026-07-17,09:55:14,小口売り連続/WATCH,5817,1015.0,,,,,5
2026-07-17,09:55:56,UNDER急増,9229,138.0,86000,274500,188500,219.2,
2026-07-17,09:56:27,UNDER急増,4011,1969.0,20500,25200,4700,22.9,
2026-07-17,09:56:53,UNDER急増,4395,736.0,27700,44300,16600,59.9,
2026-07-17,10:00:39,UNDER急増,6620,681.0,55600,67100,11500,20.7,
2026-07-17,10:02:48,小口売り連続/WATCH,4894,4410.0,,,,,5
2026-07-17,10:05:07,小口売り連続/WATCH,9130,1423.0,,,,,5
2026-07-17,10:08:45,UNDER急増,6228,484.0,30500,49200,18700,61.3,
2026-07-17,10:15:28,小口売り連続/WATCH,4412,1287.0,,,,,5
2026-07-17,10:26:42,小口売り連続/STRONG,9130,1421.0,,,,,10
2026-07-17,10:33:22,UNDER急増,3747,413.0,32000,58300,26300,82.2,
2026-07-17,10:33:25,小口売り連続/WATCH,5724,2255.0,,,,,5
2026-07-17,10:35:02,小口売り連続/WATCH,4011,1952.0,,,,,5
2026-07-17,10:35:10,UNDER急増,4418,902.0,52900,77600,24700,46.7,
2026-07-17,10:36:17,UNDER急増,4418,898.0,52200,78600,26400,50.6,
2026-07-17,10:40:51,小口売り連続/WATCH,5817,1000.0,,,,,5
2026-07-17,10:44:24,小口売り連続/WATCH,5724,2240.0,,,,,5
2026-07-17,10:45:24,UNDER急増,4395,729.0,25000,41500,16500,66.0,
2026-07-17,10:47:16,小口売り連続/WATCH,5597,1319.0,,,,,5
2026-07-17,10:52:34,小口売り連続/WATCH,5031,327.0,,,,,5
2026-07-17,10:57:44,小口売り連続/STRONG,5031,326.0,,,,,10
2026-07-17,11:09:40,小口売り連続/WATCH,4575,706.0,,,,,5
2026-07-17,11:11:23,小口売り連続/WATCH,3692,5160.0,,,,,5
2026-07-17,11:11:28,小口売り連続/WATCH,5132,1940.0,,,,,5
2026-07-17,11:12:36,小口売り連続/WATCH,4412,1281.0,,,,,5
2026-07-17,11:15:32,投げ売り/買い気配へぶつけ,5707,765.0,,,,,
2026-07-17,11:16:25,UNDER急増,7018,9620.0,13500,16300,2800,20.7,
2026-07-17,11:20:56,小口売り連続/WATCH,4011,1951.0,,,,,5
2026-07-17,11:23:07,小口売り連続/WATCH,9229,139.0,,,,,5
2026-07-17,11:29:58,UNDER急増,9130,1402.0,5000,7100,2100,42.0,
2026-07-17,12:17:18,UNDER急増,4176,267.0,34100,57900,23800,69.8,
2026-07-17,12:23:00,UNDER急増,9130,1402.0,5000,7100,2100,42.0,
2026-07-17,12:25:51,UNDER急増,9229,139.0,69400,87000,17600,25.4,
2026-07-17,12:25:54,UNDER急増,3807,83.0,6200,36300,30100,485.5,
2026-07-17,12:26:17,UNDER急増,5137,219.0,62400,80000,17600,28.2,
2026-07-17,12:26:19,UNDER急増,4056,206.0,15700,20600,4900,31.2,
2026-07-17,12:26:54,UNDER急増,6228,480.0,21900,26900,5000,22.8,
2026-07-17,12:27:26,UNDER急増,6620,678.0,24400,29300,4900,20.1,
2026-07-17,12:28:55,UNDER急増,4840,618.0,6400,11500,5100,79.7,
2026-07-17,12:29:05,UNDER急増,4395,720.0,15500,18900,3400,21.9,
2026-07-17,12:29:30,UNDER急増,9229,139.0,87000,105800,18800,21.6,
2026-07-17,12:29:41,UNDER急増,5031,327.0,20600,26200,5600,27.2,
2026-07-17,12:29:48,UNDER急増,9130,1402.0,5000,7200,2200,44.0,
2026-07-17,12:30:02,小口売り連続/WATCH,3653,631.0,,,,,5
2026-07-17,12:31:02,UNDER急増,6228,480.0,30700,51500,20800,67.8,
2026-07-17,12:31:02,UNDER急増,8798,127.0,23000,43100,20100,87.4,
2026-07-17,12:32:03,UNDER急増,3747,415.0,36600,61300,24700,67.5,
2026-07-17,12:32:33,小口売り連続/WATCH,7071,373.0,,,,,5
2026-07-17,12:33:11,UNDER急増,5892,1996.0,23000,28300,5300,23.0,
2026-07-17,12:34:39,小口売り連続/WATCH,3692,5160.0,,,,,5
2026-07-17,12:37:01,UNDER急増,5031,328.0,24500,76400,51900,211.8,
2026-07-17,12:41:15,UNDER急増,4418,891.0,52500,78200,25700,49.0,
2026-07-17,12:42:16,小口売り連続/WATCH,4011,1943.0,,,,,5
2026-07-17,12:44:12,小口売り連続/WATCH,9130,1382.0,,,,,5
2026-07-17,12:44:26,小口売り連続/WATCH,5031,326.0,,,,,5
2026-07-17,12:45:05,小口売り連続/WATCH,9115,824.0,,,,,5
2026-07-17,12:45:09,UNDER急増,5892,1990.0,23100,29000,5900,25.5,
2026-07-17,12:46:14,小口売り連続/WATCH,4056,206.0,,,,,5
2026-07-17,12:51:52,小口売り連続/WATCH,5132,1925.0,,,,,5
2026-07-17,12:52:17,UNDER急増,9130,1387.0,18900,27400,8500,45.0,
2026-07-17,12:52:52,UNDER急増,7602,171.0,92600,177800,85200,92.0,
2026-07-17,12:55:31,小口売り連続/WATCH,4446,800.0,,,,,5
2026-07-17,12:56:44,UNDER急増,4418,893.0,55000,80700,25700,46.7,
2026-07-17,12:58:29,UNDER急増,5591,805.0,15000,24100,9100,60.7,
2026-07-17,13:00:04,UNDER急増,4575,700.0,34200,71300,37100,108.5,
2026-07-17,13:00:05,小口売り連続/WATCH,3692,5110.0,,,,,5
2026-07-17,13:01:16,小口売り連続/STRONG,4446,800.0,,,,,10
2026-07-17,13:02:09,小口売り連続/WATCH,5591,805.0,,,,,5
2026-07-17,13:02:42,小口売り連続/WATCH,3692,5100.0,,,,,5
2026-07-17,13:03:47,UNDER急増,9229,135.0,64300,79700,15400,24.0,
2026-07-17,13:05:23,UNDER急増,4575,699.0,31000,67700,36700,118.4,
2026-07-17,13:06:57,UNDER急増,5707,753.0,42500,76900,34400,80.9,
2026-07-17,13:08:22,UNDER急増,4575,700.0,34400,71400,37000,107.6,
2026-07-17,13:10:56,UNDER急増,4575,698.0,31300,67900,36600,116.9,
2026-07-17,13:15:34,UNDER急増,4575,702.0,35600,72600,37000,103.9,
2026-07-17,13:18:56,UNDER急増,4570,935.0,32500,48600,16100,49.5,
2026-07-17,13:19:22,UNDER急増,3747,405.0,30300,57300,27000,89.1,
2026-07-17,13:21:17,UNDER急増,5724,2220.0,23500,28800,5300,22.6,
2026-07-17,13:22:04,UNDER急増,4575,701.0,34600,71600,37000,106.9,
2026-07-17,13:23:09,UNDER急増,4575,701.0,32400,69400,37000,114.2,
2026-07-17,13:23:12,小口売り連続/WATCH,4840,605.0,,,,,5
2026-07-17,13:24:23,UNDER急増,4011,1912.0,19000,23900,4900,25.8,
2026-07-17,13:25:18,UNDER急増,4575,701.0,32100,69100,37000,115.3,
2026-07-17,13:26:22,UNDER急増,4575,699.0,31800,68500,36700,115.4,
2026-07-17,13:29:06,UNDER急増,5031,320.0,19500,72100,52600,269.7,
2026-07-17,13:29:17,UNDER急増,7018,9450.0,10700,14500,3800,35.5,
2026-07-17,13:32:17,UNDER急増,3963,329.0,14000,62600,48600,347.1,
2026-07-17,13:33:51,UNDER急増,4840,593.0,3300,13300,10000,303.0,
2026-07-17,13:34:41,小口売り連続/WATCH,4894,4300.0,,,,,5
2026-07-17,13:39:34,UNDER急増,7018,9430.0,11800,14900,3100,26.3,
2026-07-17,13:40:05,小口売り連続/WATCH,4894,4305.0,,,,,5
2026-07-17,13:41:33,小口売り連続/WATCH,6495,113.0,,,,,5
2026-07-17,13:43:33,UNDER急増,4570,929.0,28800,44100,15300,53.1,
2026-07-17,13:43:37,小口売り連続/WATCH,3692,5020.0,,,,,5
2026-07-17,13:50:30,UNDER急増,6620,662.0,42300,55800,13500,31.9,
2026-07-17,13:51:04,UNDER急増,5031,316.0,78200,128200,50000,63.9,
2026-07-17,13:52:30,小口売り連続/WATCH,4418,888.0,,,,,5
2026-07-17,14:00:23,小口売り連続/WATCH,9115,816.0,,,,,5
2026-07-17,14:07:18,小口売り連続/WATCH,5707,748.0,,,,,5
2026-07-17,14:09:22,小口売り連続/WATCH,4075,860.0,,,,,5
2026-07-17,14:13:00,UNDER急増,6620,660.0,42800,55600,12800,29.9,
2026-07-17,14:14:11,投げ売り/買い気配へぶつけ,4395,706.0,,,,,
2026-07-17,14:16:47,UNDER急増,6620,661.0,43800,56600,12800,29.2,
2026-07-17,14:18:45,小口売り連続/WATCH,5724,2210.0,,,,,5
2026-07-17,14:20:43,UNDER急増,5599,1129.0,17200,25600,8400,48.8,
2026-07-17,14:28:30,小口売り連続/WATCH,3686,70.0,,,,,5
2026-07-17,14:32:20,小口売り連続/WATCH,4840,593.0,,,,,5
2026-07-17,14:35:18,小口売り連続/WATCH,5817,977.0,,,,,5
2026-07-17,14:35:56,小口売り連続/WATCH,4840,594.0,,,,,5
2026-07-17,14:38:48,UNDER急増,4570,934.0,33400,49500,16100,48.2,
2026-07-17,14:41:14,小口売り連続/WATCH,4418,883.0,,,,,5
2026-07-17,14:47:00,小口売り連続/WATCH,5817,972.0,,,,,5
2026-07-17,14:48:33,小口売り連続/WATCH,4840,594.0,,,,,5
2026-07-17,15:23:13,小口売り連続/WATCH,3686,70.0,,,,,5
2026-07-17,15:23:37,小口売り連続/WATCH,4446,784.0,,,,,5
2026-07-17,15:24:24,小口売り連続/STRONG,3686,70.0,,,,,10
2026-07-17,15:25:01,小口売り連続/WATCH,2998,508.0,,,,,5
