week,date,time,strategy,symbol,price,under_before,under_after,under_pct,consecutive
week2,2026-07-24,09:27:37,小口売り連続/WATCH,5892,1931.0,,,,5
week2,2026-07-24,09:30:21,UNDER急増,4056,210.0,34000,47700,40.3,
week2,2026-07-24,09:31:08,UNDER急増,5707,819.0,69700,101200,45.2,
week2,2026-07-24,09:31:53,小口売り連続/WATCH,4894,4435.0,,,,5
week2,2026-07-24,09:33:28,小口売り連続/WATCH,4894,4400.0,,,,5
week2,2026-07-24,09:33:33,UNDER急増,4011,1937.0,34600,43100,24.6,
week2,2026-07-24,09:44:35,UNDER急増,4176,259.0,113500,153500,35.2,
week2,2026-07-24,09:52:27,小口売り連続/WATCH,4894,4410.0,,,,5
week2,2026-07-24,10:10:03,小口売り連続/WATCH,4894,4405.0,,,,5
week2,2026-07-24,10:14:06,小口売り連続/WATCH,4075,868.0,,,,5
week2,2026-07-24,10:17:03,小口売り連続/WATCH,5132,1919.0,,,,5
week2,2026-07-24,10:17:13,小口売り連続/WATCH,4894,4360.0,,,,5
week2,2026-07-24,10:18:17,小口売り連続/WATCH,4894,4355.0,,,,5
week2,2026-07-24,10:23:11,UNDER急増,4446,796.0,42100,57100,35.6,
week2,2026-07-24,10:37:46,小口売り連続/WATCH,4894,4310.0,,,,5
week2,2026-07-24,10:44:11,小口売り連続/WATCH,4056,209.0,,,,5
week2,2026-07-24,10:50:26,小口売り連続/WATCH,4418,786.0,,,,5
week2,2026-07-24,10:56:28,UNDER急増,4056,206.0,19300,23600,22.3,
week2,2026-07-24,10:57:00,小口売り連続/WATCH,4894,4300.0,,,,5
week2,2026-07-24,10:58:19,小口売り連続/WATCH,4894,4300.0,,,,5
week2,2026-07-24,11:00:33,UNDER急増,4056,206.0,19300,23600,22.3,
week2,2026-07-24,11:10:04,小口売り連続/WATCH,4056,205.0,,,,5
week2,2026-07-24,11:21:15,小口売り連続/WATCH,6620,660.0,,,,5
week2,2026-07-24,11:22:45,UNDER急増,6228,486.0,29500,46400,57.3,
week2,2026-07-24,11:24:46,UNDER急増,6228,484.0,22900,44600,94.8,
week2,2026-07-24,11:29:50,小口売り連続/WATCH,6620,661.0,,,,5
week2,2026-07-24,12:05:03,UNDER急増,4056,206.0,8500,10500,23.5,
week2,2026-07-24,12:05:09,UNDER急増,5132,1894.0,11500,14500,26.1,
week2,2026-07-24,12:22:26,UNDER急増,5132,1894.0,9400,12300,30.9,
week2,2026-07-24,12:26:01,UNDER急増,4056,206.0,8400,10400,23.8,
week2,2026-07-24,12:26:44,UNDER急増,9229,131.0,73600,90600,23.1,
week2,2026-07-24,12:28:48,UNDER急増,4056,206.0,8400,10400,23.8,
week2,2026-07-24,12:29:28,UNDER急増,6228,485.0,19400,24600,26.8,
week2,2026-07-24,12:31:13,UNDER急増,6620,656.0,22100,47700,115.8,
week2,2026-07-24,12:32:01,UNDER急増,5129,241.0,22700,32000,41.0,
week2,2026-07-24,12:32:04,UNDER急増,4840,562.0,11800,21700,83.9,
week2,2026-07-24,12:33:14,UNDER急増,5132,1892.0,17800,26500,48.9,
week2,2026-07-24,12:33:28,UNDER急増,9130,1481.0,14300,27900,95.1,
week2,2026-07-24,12:33:33,UNDER急増,6228,485.0,29300,47100,60.8,
week2,2026-07-24,12:36:46,小口売り連続/WATCH,4894,4295.0,,,,5
week2,2026-07-24,12:36:48,UNDER急増,5132,1883.0,21700,27800,28.1,
week2,2026-07-24,12:40:28,小口売り連続/WATCH,4894,4280.0,,,,5
week2,2026-07-24,12:42:12,小口売り連続/WATCH,4894,4280.0,,,,5
week2,2026-07-24,12:43:49,小口売り連続/WATCH,4894,4265.0,,,,5
week2,2026-07-24,12:44:13,小口売り連続/STRONG,4894,4260.0,,,,10
week2,2026-07-24,12:50:06,小口売り連続/WATCH,5132,1880.0,,,,5
week2,2026-07-24,12:53:34,小口売り連続/WATCH,3686,66.0,,,,5
week2,2026-07-24,12:56:52,小口売り連続/WATCH,4894,4305.0,,,,5
week2,2026-07-24,13:14:26,小口売り連続/WATCH,3686,66.0,,,,5
week2,2026-07-24,13:28:38,UNDER急増,2998,501.0,48900,88400,80.8,
week2,2026-07-24,13:32:44,UNDER急増,2998,501.0,50900,90400,77.6,
week2,2026-07-24,13:40:03,UNDER急増,4894,4240.0,14600,21700,48.6,
week2,2026-07-24,13:43:14,UNDER急増,4894,4240.0,15900,23200,45.9,
week2,2026-07-24,13:43:26,UNDER急増,5588,758.0,12600,15400,22.2,
week2,2026-07-24,13:49:13,UNDER急増,5588,756.0,12600,15400,22.2,
week2,2026-07-24,13:51:39,UNDER急増,5588,756.0,11900,14700,23.5,
week2,2026-07-24,14:01:12,小口売り連続/WATCH,7071,364.0,,,,5
week2,2026-07-24,14:05:30,小口売り連続/WATCH,4894,4210.0,,,,5
week2,2026-07-24,14:06:52,UNDER急増,2998,501.0,54000,93500,73.1,
week2,2026-07-24,14:08:32,小口売り連続/STRONG,7071,364.0,,,,10
week2,2026-07-24,14:10:21,小口売り連続/WATCH,4894,4210.0,,,,5
week2,2026-07-24,14:20:37,小口売り連続/WATCH,9115,879.0,,,,5
week2,2026-07-24,14:37:54,小口売り連続/WATCH,4894,4195.0,,,,5
week2,2026-07-24,14:46:17,小口売り連続/WATCH,4894,4195.0,,,,5
week2,2026-07-24,14:48:25,小口売り連続/WATCH,3686,66.0,,,,5
week2,2026-07-24,14:49:20,小口売り連続/WATCH,5597,1276.0,,,,5
week2,2026-07-24,14:55:02,小口売り連続/WATCH,3963,331.0,,,,5
week2,2026-07-24,14:58:25,小口売り連続/WATCH,3686,66.0,,,,5
week2,2026-07-24,15:03:23,小口売り連続/STRONG,3686,66.0,,,,10
week2,2026-07-24,15:05:09,UNDER急増,4075,859.0,10000,17600,76.0,
week2,2026-07-24,15:08:21,UNDER急増,2998,498.0,47200,86700,83.7,
week2,2026-07-24,15:08:39,小口売り連続/WATCH,5597,1267.0,,,,5
week2,2026-07-24,15:09:02,UNDER急増,7352,314.0,41400,97900,136.5,
week2,2026-07-24,15:14:09,小口売り連続/WATCH,4446,810.0,,,,5
week2,2026-07-24,15:19:26,小口売り連続/WATCH,5031,321.0,,,,5
week2,2026-07-24,15:22:34,小口売り連続/WATCH,7352,317.0,,,,5
week2,2026-07-24,15:23:09,小口売り連続/WATCH,7071,361.0,,,,5
week2,2026-07-24,15:23:35,小口売り連続/WATCH,4446,807.0,,,,5
week2,2026-07-24,15:23:37,小口売り連続/WATCH,3686,66.0,,,,5
week2,2026-07-24,15:23:40,小口売り連続/WATCH,4056,203.0,,,,5
week2,2026-07-24,15:24:34,小口売り連続/WATCH,9115,881.0,,,,5
week2,2026-07-24,15:24:42,小口売り連続/WATCH,4894,4190.0,,,,5
week2,2026-07-24,15:25:04,UNDER急増,7071,361.0,104300,130900,25.5,
week2,2026-07-24,15:29:36,UNDER急増,4840,560.0,2800,3400,21.4,
week2,2026-07-24,15:29:51,UNDER急増,7071,361.0,103700,129700,25.1,
week3,2026-07-27,09:01:12,UNDER急増,4570,978.0,35200,52700,49.7,
week3,2026-07-27,09:01:16,UNDER急増,4165,555.0,145400,193400,33.0,
week3,2026-07-27,09:01:17,UNDER急増,9227,795.0,36700,59900,63.2,
week3,2026-07-27,09:01:19,UNDER急増,4395,754.0,21800,41200,89.0,
week3,2026-07-27,09:01:45,UNDER急増,5817,924.0,31500,43300,37.5,
week3,2026-07-27,09:01:54,UNDER急増,6047,355.0,107000,179000,67.3,
week3,2026-07-27,09:02:03,UNDER急増,7794,922.0,80600,101600,26.1,
week3,2026-07-27,09:02:08,UNDER急増,5591,792.0,11300,21200,87.6,
week3,2026-07-27,09:02:31,UNDER急増,4840,560.0,9600,19600,104.2,
week3,2026-07-27,09:02:45,UNDER急増,6433,969.0,28700,38100,32.8,
week3,2026-07-27,09:03:00,UNDER急増,2998,512.0,79000,125600,59.0,
week3,2026-07-27,09:03:05,UNDER急増,7794,927.0,87000,108000,24.1,
week3,2026-07-27,09:03:07,小口売り連続/WATCH,3791,971.0,,,,5
week3,2026-07-27,09:03:08,UNDER急増,9130,1459.0,17100,25000,46.2,
week3,2026-07-27,09:03:13,UNDER急増,7373,992.0,30400,47500,56.2,
week3,2026-07-27,09:03:23,UNDER急増,6620,665.0,21700,50500,132.7,
week3,2026-07-27,09:03:52,UNDER急増,6228,495.0,24100,47800,98.3,
week3,2026-07-27,09:04:11,UNDER急増,4075,862.0,6800,10200,50.0,
week3,2026-07-27,09:04:40,UNDER急増,5817,929.0,34500,45100,30.7,
week3,2026-07-27,09:04:42,UNDER急増,5724,2385.0,25700,31000,20.6,
week3,2026-07-27,09:04:42,UNDER急増,3791,967.0,40900,54300,32.8,
week3,2026-07-27,09:04:45,UNDER急増,5588,774.0,9600,12000,25.0,
week3,2026-07-27,09:05:26,UNDER急増,6620,664.0,23200,51000,119.8,
week3,2026-07-27,09:06:11,UNDER急増,2998,514.0,97000,134800,39.0,
week3,2026-07-27,09:06:14,UNDER急増,6228,495.0,24100,48500,101.2,
week3,2026-07-27,09:06:36,UNDER急増,4075,851.0,7800,11000,41.0,
week3,2026-07-27,09:07:11,UNDER急増,6433,945.0,17300,26100,50.9,
week3,2026-07-27,09:07:20,UNDER急増,3791,965.0,45200,58800,30.1,
week3,2026-07-27,09:07:54,UNDER急増,4075,851.0,9900,12600,27.3,
week3,2026-07-27,09:10:04,小口売り連続/WATCH,5817,917.0,,,,5
week3,2026-07-27,09:10:47,UNDER急増,5591,791.0,25100,41700,66.1,
week3,2026-07-27,09:11:24,UNDER急増,6433,932.0,18100,27800,53.6,
week3,2026-07-27,09:11:37,小口売り連続/WATCH,5892,2001.0,,,,5
week3,2026-07-27,09:12:00,UNDER急増,7794,910.0,70200,104000,48.1,
week3,2026-07-27,09:13:26,UNDER急増,6433,929.0,25200,34600,37.3,
week3,2026-07-27,09:13:53,UNDER急増,4075,844.0,14200,20900,47.2,
week3,2026-07-27,09:15:17,UNDER急増,4840,550.0,4400,14700,234.1,
week3,2026-07-27,09:16:43,小口売り連続/WATCH,9256,2222.0,,,,5
week3,2026-07-27,09:18:01,UNDER急増,4840,536.0,2900,4400,51.7,
week3,2026-07-27,09:19:44,UNDER急増,4840,538.0,5000,15800,216.0,
week3,2026-07-27,09:20:29,小口売り連続/WATCH,3692,4925.0,,,,5
week3,2026-07-27,09:23:53,UNDER急増,5817,919.0,34600,47100,36.1,
week3,2026-07-27,09:24:29,UNDER急増,9227,793.0,38400,60500,57.6,
week3,2026-07-27,09:25:01,UNDER急増,5817,923.0,34600,47100,36.1,
week3,2026-07-27,09:25:09,小口売り連続/WATCH,9256,2178.0,,,,5
week3,2026-07-27,09:26:40,小口売り連続/WATCH,4894,4245.0,,,,5
week3,2026-07-27,09:26:46,UNDER急増,7794,913.0,86700,107800,24.3,
week3,2026-07-27,09:28:32,UNDER急増,4446,792.0,29400,44300,50.7,
week3,2026-07-27,09:29:10,小口売り連続/WATCH,9227,791.0,,,,5
week3,2026-07-27,09:30:37,UNDER急増,5026,597.0,36300,54400,49.9,
week3,2026-07-27,09:30:40,UNDER急増,6433,898.0,13500,23700,75.6,
week3,2026-07-27,09:31:01,UNDER急増,4395,750.0,28400,43800,54.2,
week3,2026-07-27,09:32:48,UNDER急増,6433,900.0,18600,28500,53.2,
week3,2026-07-27,09:32:52,UNDER急増,4840,532.0,1500,2000,33.3,
week3,2026-07-27,09:36:49,UNDER急増,4418,818.0,35700,57200,60.2,
week3,2026-07-27,09:52:47,小口売り連続/WATCH,5132,1945.0,,,,5
week3,2026-07-27,09:55:54,小口売り連続/WATCH,5574,2359.0,,,,5
week3,2026-07-27,09:56:52,小口売り連続/WATCH,4894,4205.0,,,,5
week3,2026-07-27,09:57:14,UNDER急増,2998,514.0,95200,134200,41.0,
week3,2026-07-27,09:58:24,UNDER急増,5892,1993.0,20400,26200,28.4,
week3,2026-07-27,09:59:11,UNDER急増,4418,817.0,37500,58600,56.3,
week3,2026-07-27,10:00:49,小口売り連続/WATCH,7373,992.0,,,,5
week3,2026-07-27,10:07:13,小口売り連続/WATCH,6433,896.0,,,,5
week3,2026-07-27,10:08:47,小口売り連続/STRONG,4894,4185.0,,,,10
week3,2026-07-27,10:09:34,小口売り連続/WATCH,9256,2261.0,,,,5
week3,2026-07-27,10:13:53,小口売り連続/WATCH,5817,898.0,,,,5
week3,2026-07-27,10:15:27,UNDER急増,5892,1988.0,19200,24600,28.1,
week3,2026-07-27,10:16:10,小口売り連続/WATCH,9256,2281.0,,,,5
week3,2026-07-27,10:17:42,UNDER急増,6620,661.0,20800,48500,133.2,
week3,2026-07-27,10:20:12,小口売り連続/WATCH,5817,895.0,,,,5
week3,2026-07-27,10:20:15,小口売り連続/WATCH,5892,1982.0,,,,5
week3,2026-07-27,10:20:21,UNDER急増,4422,534.0,20300,41300,103.4,
week3,2026-07-27,10:21:20,小口売り連続/WATCH,7373,991.0,,,,5
week3,2026-07-27,10:22:46,小口売り連続/WATCH,4422,534.0,,,,5
week3,2026-07-27,10:24:13,投げ売り/買い気配へぶつけ,4813,331.0,,,,
week3,2026-07-27,10:25:05,小口売り連続/WATCH,7794,903.0,,,,5
week3,2026-07-27,10:26:05,小口売り連続/WATCH,5724,2357.0,,,,5
week3,2026-07-27,10:26:07,小口売り連続/WATCH,6217,737.0,,,,5
week3,2026-07-27,10:26:30,小口売り連続/WATCH,5574,2340.0,,,,5
week3,2026-07-27,10:29:34,小口売り連続/WATCH,9130,1467.0,,,,5
week3,2026-07-27,10:33:00,UNDER急増,5591,792.0,24300,40100,65.0,
week3,2026-07-27,10:35:09,小口売り連続/WATCH,9256,2420.0,,,,5
week3,2026-07-27,10:35:14,小口売り連続/WATCH,9256,2408.0,,,,5
week3,2026-07-27,10:40:33,小口売り連続/WATCH,9256,2385.0,,,,5
week3,2026-07-27,10:45:27,小口売り連続/WATCH,9256,2350.0,,,,5
week3,2026-07-27,11:16:49,小口売り連続/WATCH,9256,2420.0,,,,5
week3,2026-07-27,11:20:31,小口売り連続/WATCH,9256,2405.0,,,,5
week3,2026-07-27,11:21:49,小口売り連続/WATCH,9256,2382.0,,,,5
week3,2026-07-27,11:26:58,小口売り連続/WATCH,5574,2426.0,,,,5
week3,2026-07-27,12:27:14,UNDER急増,4422,536.0,12900,18300,41.9,
week3,2026-07-27,12:28:30,UNDER急増,6620,654.0,13500,17300,28.1,
week3,2026-07-27,12:34:10,小口売り連続/WATCH,3963,338.0,,,,5
week3,2026-07-27,12:34:32,小口売り連続/WATCH,5574,2434.0,,,,5
week3,2026-07-27,12:54:26,小口売り連続/WATCH,3692,4915.0,,,,5
week3,2026-07-27,12:57:35,小口売り連続/WATCH,9256,2314.0,,,,5
week3,2026-07-27,13:01:33,小口売り連続/WATCH,5574,2459.0,,,,5
week3,2026-07-27,13:05:12,小口売り連続/WATCH,9256,2280.0,,,,5
week3,2026-07-27,13:08:21,小口売り連続/WATCH,9256,2260.0,,,,5
week3,2026-07-27,13:09:05,小口売り連続/WATCH,5574,2474.0,,,,5
week3,2026-07-27,13:18:36,UNDER急増,6217,734.0,47900,65900,37.6,
week3,2026-07-27,13:23:49,小口売り連続/WATCH,9256,2225.0,,,,5
week3,2026-07-27,13:30:18,小口売り連続/WATCH,9256,2190.0,,,,5
week3,2026-07-27,13:30:46,小口売り連続/WATCH,9256,2170.0,,,,5
week3,2026-07-27,13:40:02,小口売り連続/WATCH,9256,2237.0,,,,5
week3,2026-07-27,13:43:38,小口売り連続/WATCH,4446,810.0,,,,5
week3,2026-07-27,14:03:40,小口売り連続/WATCH,9256,2269.0,,,,5
week3,2026-07-27,14:04:56,小口売り連続/WATCH,9256,2250.0,,,,5
week3,2026-07-27,14:05:38,小口売り連続/WATCH,5031,328.0,,,,5
week3,2026-07-27,14:09:59,小口売り連続/WATCH,6228,534.0,,,,5
week3,2026-07-27,14:23:16,小口売り連続/WATCH,9256,2286.0,,,,5
week3,2026-07-27,14:24:39,小口売り連続/WATCH,4894,4315.0,,,,5
week3,2026-07-27,14:28:06,小口売り連続/WATCH,9256,2280.0,,,,5
week3,2026-07-27,14:28:08,投げ売り/買い気配へぶつけ,2998,506.0,,,,
week3,2026-07-27,14:28:08,投げ売り/買い気配へぶつけ,2998,506.0,,,,
week3,2026-07-27,14:28:30,UNDER急増,2998,504.0,83000,122900,48.1,
week3,2026-07-27,14:29:53,小口売り連続/WATCH,5574,2534.0,,,,5
week3,2026-07-27,14:41:42,小口売り連続/WATCH,9256,2305.0,,,,5
week3,2026-07-27,14:45:22,小口売り連続/WATCH,6433,899.0,,,,5
week3,2026-07-27,14:46:03,小口売り連続/WATCH,1514,598.0,,,,5
week3,2026-07-27,14:46:37,小口売り連続/WATCH,5817,913.0,,,,5
week3,2026-07-27,15:07:40,小口売り連続/WATCH,9256,2342.0,,,,5
week3,2026-07-27,15:13:36,小口売り連続/WATCH,6217,739.0,,,,5
week3,2026-07-27,15:21:48,小口売り連続/WATCH,3692,4945.0,,,,5
week3,2026-07-27,15:23:21,小口売り連続/WATCH,3963,338.0,,,,5
week3,2026-07-27,15:24:56,小口売り連続/WATCH,4013,683.0,,,,5
week3,2026-07-27,15:25:16,UNDER急増,6620,649.0,11200,13600,21.4,
week3,2026-07-27,15:25:51,UNDER急増,7373,987.0,21400,26100,22.0,
week3,2026-07-27,15:27:42,UNDER急増,6620,649.0,11200,13600,21.4,
week3,2026-07-27,15:27:56,UNDER急増,7373,987.0,21400,26100,22.0,
week3,2026-07-27,15:30:00,UNDER急増,6620,649.0,11200,14100,25.9,
week3,2026-07-28,09:02:45,UNDER急増,4418,827.0,26800,47200,76.1,
week3,2026-07-28,09:02:50,UNDER急増,4395,739.0,26400,41700,58.0,
week3,2026-07-28,09:03:32,UNDER急増,4575,755.0,78900,114700,45.4,
week3,2026-07-28,09:03:53,UNDER急増,7352,330.0,106600,164600,54.4,
week3,2026-07-28,09:04:50,UNDER急増,6228,506.0,31700,47900,51.1,
week3,2026-07-28,09:04:59,UNDER急増,9130,1470.0,17800,26500,48.9,
week3,2026-07-28,09:05:19,UNDER急増,2998,511.0,78000,117100,50.1,
week3,2026-07-28,09:06:28,UNDER急増,4422,524.0,16400,37700,129.9,
week3,2026-07-28,09:06:47,UNDER急増,4412,1161.0,18300,24700,35.0,
week3,2026-07-28,09:07:07,UNDER急増,7794,908.0,75400,93900,24.5,
week3,2026-07-28,09:07:07,UNDER急増,5724,2362.0,21300,26700,25.4,
week3,2026-07-28,09:07:14,UNDER急増,7071,370.0,89300,178400,99.8,
week3,2026-07-28,09:07:44,UNDER急増,4446,791.0,29700,44500,49.8,
week3,2026-07-28,09:08:13,UNDER急増,5724,2352.0,21800,27000,23.9,
week3,2026-07-28,09:09:36,小口売り連続/WATCH,5724,2353.0,,,,5
week3,2026-07-28,09:10:48,UNDER急増,4418,817.0,24200,44600,84.3,
week3,2026-07-28,09:11:06,UNDER急増,6620,647.0,29700,56800,91.2,
week3,2026-07-28,09:11:31,小口売り連続/WATCH,5597,1238.0,,,,5
week3,2026-07-28,09:11:46,小口売り連続/WATCH,9227,803.0,,,,5
week3,2026-07-28,09:12:00,UNDER急増,4418,819.0,31800,52200,64.2,
week3,2026-07-28,09:15:53,UNDER急増,7352,326.0,108500,166500,53.5,
week3,2026-07-28,09:16:04,小口売り連続/WATCH,9256,2545.0,,,,5
week3,2026-07-28,09:17:15,小口売り連続/WATCH,9256,2529.0,,,,5
week3,2026-07-28,09:18:13,小口売り連続/WATCH,6433,851.0,,,,5
week3,2026-07-28,09:18:21,UNDER急増,4575,751.0,51000,82800,62.4,
week3,2026-07-28,09:18:41,小口売り連続/WATCH,5817,913.0,,,,5
week3,2026-07-28,09:19:45,UNDER急増,4013,687.0,15700,33500,113.4,
week3,2026-07-28,09:20:11,小口売り連続/WATCH,9256,2478.0,,,,5
week3,2026-07-28,09:20:11,小口売り連続/WATCH,3692,4880.0,,,,5
week3,2026-07-28,09:21:53,小口売り連続/WATCH,6433,846.0,,,,5
week3,2026-07-28,09:23:38,UNDER急増,7794,907.0,81000,102300,26.3,
week3,2026-07-28,09:23:59,小口売り連続/WATCH,4418,817.0,,,,5
week3,2026-07-28,09:24:03,UNDER急増,4013,693.0,17900,35700,99.4,
week3,2026-07-28,09:24:49,UNDER急増,2998,508.0,82200,120600,46.7,
week3,2026-07-28,09:25:00,小口売り連続/WATCH,4412,1133.0,,,,5
week3,2026-07-28,09:25:27,小口売り連続/WATCH,6433,840.0,,,,5
week3,2026-07-28,09:26:14,小口売り連続/WATCH,4894,4160.0,,,,5
week3,2026-07-28,09:28:49,小口売り連続/WATCH,9256,2463.0,,,,5
week3,2026-07-28,09:29:30,小口売り連続/WATCH,9256,2445.0,,,,5
week3,2026-07-28,09:30:41,小口売り連続/WATCH,9256,2407.0,,,,5
week3,2026-07-28,09:31:17,小口売り連続/WATCH,9256,2406.0,,,,5
week3,2026-07-28,09:31:40,小口売り連続/WATCH,9256,2384.0,,,,5
week3,2026-07-28,09:31:47,小口売り連続/WATCH,5574,2428.0,,,,5
week3,2026-07-28,09:31:52,小口売り連続/WATCH,5707,821.0,,,,5
week3,2026-07-28,09:33:21,UNDER急増,4813,340.0,122000,219200,79.7,
week3,2026-07-28,09:36:17,小口売り連続/WATCH,9130,1460.0,,,,5
week3,2026-07-28,09:37:15,UNDER急増,5707,825.0,66700,98000,46.9,
week3,2026-07-28,09:37:47,UNDER急増,4446,785.0,30700,45500,48.2,
week3,2026-07-28,09:40:38,UNDER急増,4075,854.0,11700,19100,63.2,
week3,2026-07-28,09:40:40,UNDER急増,9256,2233.0,27400,42600,55.5,
week3,2026-07-28,09:42:09,小口売り連続/WATCH,5597,1210.0,,,,5
week3,2026-07-28,09:42:24,UNDER急増,5590,669.0,40500,71700,77.0,
week3,2026-07-28,09:42:43,小口売り連続/WATCH,5724,2328.0,,,,5
week3,2026-07-28,09:47:55,UNDER急増,4075,850.0,11400,17600,54.4,
week3,2026-07-28,09:47:57,小口売り連続/WATCH,5597,1206.0,,,,5
week3,2026-07-28,09:49:24,小口売り連続/WATCH,5574,2401.0,,,,5
week3,2026-07-28,09:49:29,UNDER急増,3963,338.0,16900,58400,245.6,
week3,2026-07-28,09:49:43,UNDER急増,7794,896.0,65300,86600,32.6,
week3,2026-07-28,09:50:05,UNDER急増,4075,857.0,12100,18800,55.4,
week3,2026-07-28,09:50:10,UNDER急増,5031,322.0,79800,124600,56.1,
week3,2026-07-28,09:50:27,UNDER急増,5132,1902.0,13500,19100,41.5,
week3,2026-07-28,09:51:10,小口売り連続/WATCH,7794,895.0,,,,5
week3,2026-07-28,09:51:43,小口売り連続/WATCH,5599,1078.0,,,,5
week3,2026-07-28,09:52:05,小口売り連続/STRONG,5597,1202.0,,,,10
week3,2026-07-28,09:52:11,小口売り連続/WATCH,4570,951.0,,,,5
week3,2026-07-28,09:55:44,小口売り連続/WATCH,6433,835.0,,,,5
week3,2026-07-28,09:56:06,UNDER急増,9256,2233.0,9600,13000,35.4,
week3,2026-07-28,09:56:28,小口売り連続/WATCH,9130,1440.0,,,,5
week3,2026-07-28,09:57:32,小口売り連続/WATCH,5574,2394.0,,,,5
week3,2026-07-28,10:00:54,UNDER急増,3791,997.0,50500,65000,28.7,
week3,2026-07-28,10:02:05,UNDER急増,7373,985.0,33000,50200,52.1,
week3,2026-07-28,10:04:36,UNDER急増,4075,851.0,11200,17400,55.4,
week3,2026-07-28,10:05:54,UNDER急増,6433,833.0,23900,33000,38.1,
week3,2026-07-28,10:13:48,小口売り連続/WATCH,5026,586.0,,,,5
week3,2026-07-28,10:23:49,UNDER急増,7794,890.0,65800,88100,33.9,
week3,2026-07-28,10:28:02,小口売り連続/WATCH,4412,1127.0,,,,5
week3,2026-07-28,10:30:44,UNDER急増,5026,589.0,34800,52300,50.3,
week3,2026-07-28,10:34:35,小口売り連続/WATCH,7794,889.0,,,,5
week3,2026-07-28,10:38:54,UNDER急増,7794,891.0,65600,86900,32.5,
week3,2026-07-28,10:39:23,小口売り連続/WATCH,5597,1205.0,,,,5
week3,2026-07-28,10:40:03,小口売り連続/WATCH,3791,1009.0,,,,5
week3,2026-07-28,10:44:12,小口売り連続/WATCH,5588,765.0,,,,5
week3,2026-07-28,10:44:14,小口売り連続/WATCH,5574,2450.0,,,,5
week3,2026-07-28,10:58:54,小口売り連続/WATCH,7071,367.0,,,,5
week3,2026-07-28,10:58:54,小口売り連続/WATCH,5707,827.0,,,,5
week3,2026-07-28,11:02:07,UNDER急増,4075,856.0,19200,25900,34.9,
week3,2026-07-28,11:02:40,小口売り連続/WATCH,4446,809.0,,,,5
week3,2026-07-28,11:03:38,小口売り連続/WATCH,5574,2403.0,,,,5
week3,2026-07-28,11:05:59,小口売り連続/WATCH,9227,803.0,,,,5
week3,2026-07-28,11:07:15,小口売り連続/WATCH,5597,1193.0,,,,5
week3,2026-07-28,11:11:01,UNDER急増,6433,838.0,26200,35800,36.6,
week3,2026-07-28,11:11:15,UNDER急増,4575,733.0,38900,71100,82.8,
week3,2026-07-28,11:12:03,UNDER急増,7794,891.0,69000,91800,33.0,
week3,2026-07-28,11:12:22,小口売り連続/WATCH,3692,4860.0,,,,5
week3,2026-07-28,11:17:22,小口売り連続/WATCH,5724,2276.0,,,,5
week3,2026-07-28,11:26:35,UNDER急増,5588,755.0,13200,16300,23.5,
week3,2026-07-28,11:29:34,UNDER急増,7794,889.0,45300,69700,53.9,
week3,2026-07-28,12:05:03,UNDER急増,7794,888.0,36800,61000,65.8,
week3,2026-07-28,12:05:19,UNDER急増,4013,692.0,8600,11000,27.9,
week3,2026-07-28,12:08:11,UNDER急増,7115,1582.0,4400,5400,22.7,
week3,2026-07-28,12:14:09,UNDER急増,7794,888.0,37000,61100,65.1,
week3,2026-07-28,12:15:32,UNDER急増,7794,888.0,38100,62200,63.3,
week3,2026-07-28,12:24:05,UNDER急増,7794,888.0,38300,62500,63.2,
week3,2026-07-28,12:24:45,UNDER急増,4412,1135.0,9600,13800,43.8,
week3,2026-07-28,12:25:26,UNDER急増,5132,1910.0,5800,8500,46.6,
week3,2026-07-28,12:25:36,UNDER急増,4422,508.0,9100,13900,52.7,
week3,2026-07-28,12:25:44,UNDER急増,4579,450.0,22800,28600,25.4,
week3,2026-07-28,12:25:59,UNDER急増,3963,338.0,9600,11600,20.8,
week3,2026-07-28,12:26:09,UNDER急増,4575,735.0,33300,48400,45.3,
week3,2026-07-28,12:27:14,UNDER急増,6620,644.0,16700,20700,24.0,
week3,2026-07-28,12:29:43,UNDER急増,5817,892.0,16900,20300,20.1,
week3,2026-07-28,12:29:47,UNDER急増,6228,508.0,22200,33000,48.6,
week3,2026-07-28,12:31:04,UNDER急増,5026,585.0,29900,44800,49.8,
week3,2026-07-28,12:31:07,UNDER急増,5892,2012.0,18400,23400,27.2,
week3,2026-07-28,12:31:12,UNDER急増,4011,1936.0,26800,33100,23.5,
week3,2026-07-28,12:32:49,UNDER急増,7794,892.0,69200,98700,42.6,
week3,2026-07-28,12:34:52,UNDER急増,9130,1448.0,15200,24900,63.8,
week3,2026-07-28,12:42:33,UNDER急増,5707,824.0,70100,101400,44.7,
week3,2026-07-28,12:48:46,小口売り連続/WATCH,6217,706.0,,,,5
week3,2026-07-28,12:51:51,小口売り連続/WATCH,4570,956.0,,,,5
week3,2026-07-28,12:56:35,UNDER急増,4011,1927.0,27500,33300,21.1,
week3,2026-07-28,13:00:36,小口売り連続/WATCH,5574,2506.0,,,,5
week3,2026-07-28,13:01:16,小口売り連続/WATCH,9130,1441.0,,,,5
week3,2026-07-28,13:02:00,小口売り連続/WATCH,5590,668.0,,,,5
week3,2026-07-28,13:07:47,UNDER急増,6217,692.0,15800,28300,79.1,
week3,2026-07-28,13:12:53,小口売り連続/WATCH,4412,1133.0,,,,5
