kind,level,date,time,symbol,price,v1,v2,note
UNDER急増,,2026-08-10,09:10:34,4395,672.0,58.3,15500,安値圏
UNDER急増,,2026-08-10,09:11:31,4412,1139.0,43.8,6700,安値圏
UNDER急増,,2026-08-10,09:13:25,4422,556.0,24.3,2600,安値圏
UNDER急増,,2026-08-10,09:13:28,6620,665.0,126.1,33800,安値圏
小口売り連続,WATCH,2026-08-10,09:13:35,3444,982.0,5,,
UNDER急増,,2026-08-10,09:15:07,6620,665.0,119.4,32600,安値圏
小口売り連続,WATCH,2026-08-10,09:15:57,5817,1037.0,5,,
小口売り連続,WATCH,2026-08-10,09:16:10,6217,757.0,5,,
UNDER急増,,2026-08-10,09:16:59,5817,1041.0,36.2,10800,安値圏
UNDER急増,,2026-08-10,09:17:09,5026,565.0,67.7,14700,安値圏
UNDER急増,,2026-08-10,09:17:15,4422,554.0,147.3,19000,安値圏
小口売り連続,WATCH,2026-08-10,09:18:38,1514,601.0,5,,
UNDER急増,,2026-08-10,09:19:59,4575,750.0,78.4,29000,安値圏
UNDER急増,,2026-08-10,09:22:54,4446,804.0,134.7,32600,安値圏
UNDER急増,,2026-08-10,09:23:34,9130,1478.0,21.6,6600,安値圏
UNDER急増,,2026-08-10,09:29:33,6620,660.0,113.5,32000,安値圏
UNDER急増,,2026-08-10,09:30:15,3444,984.0,132.2,60000,安値圏
UNDER急増,,2026-08-10,09:31:04,7375,1150.0,29.3,5800,安値圏
UNDER急増,,2026-08-10,09:32:12,7375,1150.0,33.3,6400,安値圏
UNDER急増,,2026-08-10,09:34:39,5597,1244.0,27.9,6300,安値圏
UNDER急増,,2026-08-10,09:35:21,6620,656.0,132.6,31700,安値圏
UNDER急増,,2026-08-10,09:40:12,7373,920.0,41.9,25300,安値圏
UNDER急増,,2026-08-10,09:40:26,9235,498.0,104.7,33600,安値圏
小口売り連続,WATCH,2026-08-10,09:42:49,9256,1228.0,5,,
小口売り連続,WATCH,2026-08-10,09:43:24,6433,949.0,5,,
UNDER急増,,2026-08-10,09:47:27,4575,745.0,85.5,30000,安値圏
UNDER急増,,2026-08-10,09:49:03,9130,1473.0,26.4,7500,安値圏
小口売り連続,WATCH,2026-08-10,09:50:00,5591,795.0,5,,
小口売り連続,WATCH,2026-08-10,09:52:50,9256,1223.0,5,,
UNDER急増,,2026-08-10,09:58:14,3444,981.0,43.2,20000,安値圏
UNDER急増,,2026-08-10,09:59:47,4840,543.0,94.3,13300,安値圏
小口売り連続,WATCH,2026-08-10,10:00:02,5724,2627.0,5,,
小口売り連続,WATCH,2026-08-10,10:01:39,4570,1008.0,5,,
小口売り連続,WATCH,2026-08-10,10:04:28,4570,1003.0,5,,
小口売り連続,WATCH,2026-08-10,10:08:39,4422,554.0,5,,
UNDER急増,,2026-08-10,10:14:49,5817,1036.0,35.0,10900,安値圏
UNDER急増,,2026-08-10,10:17:03,5026,569.0,49.3,14000,安値圏
小口売り連続,WATCH,2026-08-10,10:30:13,5707,980.0,5,,
小口売り連続,WATCH,2026-08-10,10:55:11,9256,1267.0,5,,
小口売り連続,WATCH,2026-08-10,11:01:07,4813,440.0,5,,
小口売り連続,WATCH,2026-08-10,11:03:11,4894,5380.0,5,,
小口売り連続,WATCH,2026-08-10,11:25:01,9130,1480.0,5,,
小口売り連続,WATCH,2026-08-10,11:25:55,9256,1283.0,5,,
UNDER急増,,2026-08-10,12:25:37,4446,805.0,20.3,2500,安値圏
小口売り連続,WATCH,2026-08-10,12:30:04,5597,1278.0,5,,
UNDER急増,,2026-08-10,12:33:49,5026,569.0,110.2,19500,安値圏
小口売り連続,WATCH,2026-08-10,12:42:57,5724,2685.0,5,,
小口売り連続,WATCH,2026-08-10,12:48:11,5724,2657.0,5,,
小口売り連続,WATCH,2026-08-10,12:49:11,9256,1278.0,5,,
小口売り連続,WATCH,2026-08-10,12:50:06,4894,5400.0,5,,
UNDER急増,,2026-08-10,12:50:52,3444,986.0,129.8,60100,安値圏
小口売り連続,WATCH,2026-08-10,12:53:51,5597,1270.0,5,,
小口売り連続,WATCH,2026-08-10,13:07:54,1514,618.0,5,,
UNDER急増,,2026-08-10,13:14:17,4570,998.0,37.4,16200,安値圏
小口売り連続,WATCH,2026-08-10,13:23:43,4813,435.0,5,,
小口売り連続,WATCH,2026-08-10,13:40:16,5707,986.0,5,,
小口売り連続,WATCH,2026-08-10,13:55:21,3692,5370.0,5,,
小口売り連続,WATCH,2026-08-10,13:56:53,5707,987.0,5,,
UNDER急増,,2026-08-10,13:59:53,3444,987.0,96.4,64000,安値圏
小口売り連続,WATCH,2026-08-10,14:05:37,2998,498.0,5,,
小口売り連続,WATCH,2026-08-10,14:26:04,4813,431.0,5,,
小口売り連続,STRONG,2026-08-10,14:27:22,4813,431.0,10,,
小口売り連続,WATCH,2026-08-10,14:47:19,4395,683.0,5,,
UNDER急増,,2026-08-10,14:48:17,3444,987.0,30.8,21600,安値圏
小口売り連続,WATCH,2026-08-10,15:00:55,5724,2695.0,5,,
UNDER急増,,2026-08-10,15:03:12,4570,999.0,38.2,16200,安値圏
小口売り連続,WATCH,2026-08-10,15:05:20,4813,429.0,5,,
UNDER急増,,2026-08-10,15:09:28,4570,999.0,36.6,15900,安値圏
UNDER急増,,2026-08-10,15:16:12,4570,997.0,42.2,16200,安値圏
小口売り連続,WATCH,2026-08-10,15:17:48,9130,1463.0,5,,
小口売り連続,WATCH,2026-08-10,15:17:56,5724,2730.0,5,,
UNDER急増,,2026-08-10,15:18:04,3444,986.0,44.0,19900,安値圏
小口売り連続,STRONG,2026-08-10,15:18:20,5724,2708.0,10,,
小口売り連続,WATCH,2026-08-10,15:23:34,5707,1008.0,5,,
小口売り連続,WATCH,2026-08-10,15:23:58,4013,723.0,5,,
UNDER急増,,2026-08-10,15:25:03,4013,722.0,38.0,2700,安値圏
UNDER急増,,2026-08-12,09:01:12,4393,4940.0,26.5,4800,安値圏
UNDER急増,,2026-08-12,09:01:19,7794,897.0,33.5,27700,安値圏
UNDER急増,,2026-08-12,09:01:22,3692,5370.0,24.5,4800,安値圏
UNDER急増,,2026-08-12,09:01:29,1514,621.0,26.8,41800,安値圏
UNDER急増,,2026-08-12,09:01:32,4579,517.0,137.1,45800,安値圏
UNDER急増,,2026-08-12,09:01:42,4011,2058.0,26.2,5300,安値圏
UNDER急増,,2026-08-12,09:01:43,5817,1004.0,40.9,10600,安値圏
UNDER急増,,2026-08-12,09:01:46,4888,318.0,49.8,82200,安値圏
UNDER急増,,2026-08-12,09:01:47,6433,941.0,32.6,10300,安値圏
UNDER急増,,2026-08-12,09:01:56,4422,555.0,126.0,18400,安値圏
UNDER急増,,2026-08-12,09:02:10,9130,1470.0,21.2,5500,安値圏
UNDER急増,,2026-08-12,09:02:19,7794,897.0,31.2,27000,安値圏
UNDER急増,,2026-08-12,09:02:30,5724,2668.0,25.0,5700,安値圏
UNDER急増,,2026-08-12,09:02:38,9556,1913.0,88.1,5900,安値圏
UNDER急増,,2026-08-12,09:02:48,6433,932.0,29.5,10200,安値圏
UNDER急増,,2026-08-12,09:03:02,6228,498.0,49.0,23900,安値圏
UNDER急増,,2026-08-12,09:03:02,4013,711.0,136.2,19200,安値圏
UNDER急増,,2026-08-12,09:03:31,5724,2676.0,21.7,5300,安値圏
UNDER急増,,2026-08-12,09:03:37,4575,748.0,101.0,29700,安値圏
UNDER急増,,2026-08-12,09:04:02,4013,711.0,95.5,16900,安値圏
UNDER急増,,2026-08-12,09:06:11,4840,562.0,149.5,14200,安値圏
小口売り連続,WATCH,2026-08-12,09:07:31,9256,1352.0,5,,
小口売り連続,WATCH,2026-08-12,09:07:43,5707,1030.0,5,,
小口売り連続,WATCH,2026-08-12,09:08:35,5724,2661.0,5,,
UNDER急増,,2026-08-12,09:09:11,5026,570.0,85.7,18000,安値圏
小口売り連続,WATCH,2026-08-12,09:09:19,5724,2631.0,5,,
UNDER急増,,2026-08-12,09:10:03,6228,491.0,65.3,27500,安値圏
小口売り連続,WATCH,2026-08-12,09:10:15,5724,2624.0,5,,
UNDER急増,,2026-08-12,09:10:42,6620,660.0,106.4,31500,安値圏
UNDER急増,,2026-08-12,09:11:44,3267,629.0,24.5,10200,安値圏
UNDER急増,,2026-08-12,09:12:21,9115,867.0,39.9,9500,安値圏
UNDER急増,,2026-08-12,09:12:37,4013,710.0,95.1,17600,安値圏
UNDER急増,,2026-08-12,09:15:20,7794,898.0,31.1,27000,安値圏
UNDER急増,,2026-08-12,09:16:17,4422,554.0,90.0,17100,安値圏
UNDER急増,,2026-08-12,09:16:45,4013,714.0,91.0,18300,安値圏
小口売り連続,WATCH,2026-08-12,09:17:36,5724,2626.0,5,,
小口売り連続,WATCH,2026-08-12,09:20:02,6433,941.0,5,,
小口売り連続,WATCH,2026-08-12,09:21:13,5132,1860.0,5,,
小口売り連続,WATCH,2026-08-12,09:24:03,6228,497.0,5,,
定期買い集め,STRONG,2026-08-12,09:27:27,4013,,12.2,44,
小口売り連続,WATCH,2026-08-12,09:28:33,2998,504.0,5,,
小口売り連続,WATCH,2026-08-12,09:33:01,5724,2632.0,5,,
UNDER急増,,2026-08-12,09:34:08,4894,5130.0,20.5,6300,安値圏
UNDER急増,,2026-08-12,09:34:08,5817,998.0,42.8,11900,安値圏
小口売り連続,WATCH,2026-08-12,09:34:32,5724,2618.0,5,,
小口売り連続,WATCH,2026-08-12,09:36:08,2998,505.0,5,,
定期買い集め,STRONG,2026-08-12,09:37:17,6580,,10.2,91,
小口売り連続,WATCH,2026-08-12,09:41:40,1514,619.0,5,,
小口売り連続,WATCH,2026-08-12,09:42:51,9256,1320.0,5,,
UNDER急増,,2026-08-12,09:47:07,4412,1147.0,45.2,7600,安値圏
小口売り連続,WATCH,2026-08-12,09:54:15,2998,507.0,5,,
小口売り連続,WATCH,2026-08-12,09:55:22,4894,5190.0,5,,
UNDER急増,,2026-08-12,10:01:23,5132,1852.0,38.3,5400,安値圏
小口売り連続,WATCH,2026-08-12,10:07:52,9256,1324.0,5,,
定期買い集め,WATCH,2026-08-12,10:14:18,4811,,5.0,55,
小口売り連続,WATCH,2026-08-12,10:16:27,4889,1165.0,5,,
UNDER急増,,2026-08-12,10:24:08,5597,1265.0,29.0,6300,安値圏
小口売り連続,WATCH,2026-08-12,10:40:47,4889,1135.0,5,,
UNDER急増,,2026-08-12,10:47:09,4575,745.0,103.5,29700,安値圏
小口売り連続,WATCH,2026-08-12,11:02:39,9130,1479.0,5,,
小口売り連続,WATCH,2026-08-12,11:05:30,4889,1111.0,5,,
小口売り連続,WATCH,2026-08-12,11:12:49,5892,2180.0,5,,
定期買い集め,WATCH,2026-08-12,11:18:56,9256,,5.0,127,
UNDER急増,,2026-08-12,12:05:16,9145,574.0,26.4,2300,安値圏
UNDER急増,,2026-08-12,12:26:36,3963,353.0,20.0,1800,安値圏
UNDER急増,,2026-08-12,12:31:28,4575,745.0,113.8,29600,安値圏
小口売り連続,WATCH,2026-08-12,12:40:57,7071,387.0,5,,
小口売り連続,WATCH,2026-08-12,12:45:12,2998,502.0,5,,
小口売り連続,WATCH,2026-08-12,12:49:47,5817,1009.0,5,,
小口売り連続,WATCH,2026-08-12,12:50:01,9256,1323.0,5,,
小口売り連続,WATCH,2026-08-12,13:05:00,6580,747.0,5,,
小口売り連続,WATCH,2026-08-12,13:05:28,7373,957.0,5,,
小口売り連続,WATCH,2026-08-12,13:30:53,9256,1292.0,5,,
小口売り連続,WATCH,2026-08-12,13:44:25,4889,1163.0,5,,
小口売り連続,WATCH,2026-08-12,14:10:31,2998,501.0,5,,
小口売り連続,WATCH,2026-08-12,14:27:56,2998,502.0,5,,
小口売り連続,WATCH,2026-08-12,14:32:06,4889,1155.0,5,,
小口売り連続,STRONG,2026-08-12,14:32:45,2998,501.0,10,,
小口売り連続,WATCH,2026-08-12,14:33:02,5724,2699.0,5,,
小口売り連続,WATCH,2026-08-12,14:42:26,5707,1008.0,5,,
小口売り連続,WATCH,2026-08-12,14:45:04,4418,794.0,5,,
小口売り連続,WATCH,2026-08-12,14:48:06,6433,956.0,5,,
小口売り連続,WATCH,2026-08-12,14:51:44,4894,5200.0,5,,
小口売り連続,WATCH,2026-08-12,15:04:27,5132,1860.0,5,,
小口売り連続,WATCH,2026-08-12,15:09:18,7794,898.0,5,,
小口売り連続,WATCH,2026-08-12,15:15:40,5597,1269.0,5,,
小口売り連続,WATCH,2026-08-12,15:16:37,2998,501.0,5,,
定期買い集め,STRONG,2026-08-12,15:19:58,4811,,10.0,108,
小口売り連続,STRONG,2026-08-12,15:21:58,5597,1270.0,10,,
UNDER急増,,2026-08-12,15:22:04,5707,998.0,37.2,25700,安値圏
UNDER急増,,2026-08-12,15:24:05,5707,997.0,40.0,25300,安値圏
UNDER急増,,2026-08-13,09:01:30,7373,945.0,39.4,26700,安値圏
UNDER急増,,2026-08-13,09:01:34,5817,1023.0,38.0,10500,安値圏
UNDER急増,,2026-08-13,09:01:34,5892,2185.0,34.5,6100,安値圏
UNDER急増,,2026-08-13,09:01:44,4575,758.0,57.1,30000,安値圏
UNDER急増,,2026-08-13,09:01:45,1514,622.0,23.7,41100,安値圏
UNDER急増,,2026-08-13,09:01:45,9556,1991.0,39.2,6000,安値圏
UNDER急増,,2026-08-13,09:01:54,6217,808.0,197.1,40800,安値圏
UNDER急増,,2026-08-13,09:02:03,4570,1003.0,28.3,16100,安値圏
UNDER急増,,2026-08-13,09:02:11,3963,352.0,151.6,33200,安値圏
UNDER急増,,2026-08-13,09:02:22,6620,689.0,94.5,30800,安値圏
UNDER急増,,2026-08-13,09:02:35,4579,515.0,131.7,46100,安値圏
UNDER急増,,2026-08-13,09:02:35,5132,1861.0,31.3,5600,安値圏
UNDER急増,,2026-08-13,09:02:41,5892,2180.0,29.0,5600,安値圏
UNDER急増,,2026-08-13,09:02:50,7794,903.0,26.9,27300,安値圏
UNDER急増,,2026-08-13,09:03:01,4075,873.0,34.0,1700,安値圏
UNDER急増,,2026-08-13,09:03:11,4570,1002.0,26.7,16100,安値圏
UNDER急増,,2026-08-13,09:03:42,5892,2166.0,32.8,6100,安値圏
UNDER急増,,2026-08-13,09:04:05,4446,809.0,137.1,31400,安値圏
UNDER急増,,2026-08-13,09:05:13,9115,898.0,44.7,10200,安値圏
UNDER急増,,2026-08-13,09:05:35,7373,950.0,40.3,24600,安値圏
UNDER急増,,2026-08-13,09:06:05,4570,998.0,27.3,15400,安値圏
UNDER急増,,2026-08-13,09:06:15,5026,581.0,84.3,16600,安値圏
UNDER急増,,2026-08-13,09:06:39,7373,942.0,37.0,24600,安値圏
UNDER急増,,2026-08-13,09:08:02,9130,1488.0,34.3,8300,安値圏
UNDER急増,,2026-08-13,09:08:55,5026,581.0,91.1,17300,安値圏
小口売り連続,WATCH,2026-08-13,09:10:15,2998,503.0,5,,
UNDER急増,,2026-08-13,09:10:39,7794,897.0,29.7,27300,安値圏
小口売り連続,WATCH,2026-08-13,09:11:13,5707,1020.0,5,,
UNDER急増,,2026-08-13,09:11:30,5026,581.0,98.4,18000,安値圏
UNDER急増,,2026-08-13,09:14:01,5026,580.0,94.7,18000,安値圏
UNDER急増,,2026-08-13,09:14:05,9556,1973.0,32.7,5300,安値圏
定期買い集め,WATCH,2026-08-13,09:14:24,4013,,6.3,88,
UNDER急増,,2026-08-13,09:14:56,4570,994.0,34.2,16100,安値圏
小口売り連続,WATCH,2026-08-13,09:15:27,5724,2721.0,5,,
UNDER急増,,2026-08-13,09:15:56,4570,992.0,34.0,16100,安値圏
UNDER急増,,2026-08-13,09:16:08,4013,674.0,66.2,17600,安値圏
UNDER急増,,2026-08-13,09:16:27,9115,887.0,36.7,9500,安値圏
UNDER急増,,2026-08-13,09:18:09,4013,675.0,54.0,17500,安値圏
定期買い集め,STRONG,2026-08-13,09:24:14,6580,,12.6,48,
小口売り連続,WATCH,2026-08-13,09:24:15,7373,945.0,5,,
小口売り連続,WATCH,2026-08-13,09:26:16,2216,1102.0,5,,
小口売り連続,WATCH,2026-08-13,09:27:14,5707,1031.0,5,,
UNDER急増,,2026-08-13,09:27:14,4395,687.0,56.5,17300,安値圏
小口売り連続,WATCH,2026-08-13,09:29:47,1514,630.0,5,,
UNDER急増,,2026-08-13,09:29:55,4570,997.0,33.1,16100,安値圏
小口売り連続,WATCH,2026-08-13,09:30:16,6228,497.0,5,,
小口売り連続,WATCH,2026-08-13,09:30:47,3267,636.0,5,,
UNDER急増,,2026-08-13,09:31:21,4395,680.0,70.1,18300,安値圏
UNDER急増,,2026-08-13,09:32:50,6433,952.0,40.7,10900,安値圏
小口売り連続,WATCH,2026-08-13,09:34:29,7071,381.0,5,,
UNDER急増,,2026-08-13,09:38:11,5892,2146.0,21.2,4500,安値圏
UNDER急増,,2026-08-13,09:38:51,6228,496.0,52.6,23100,安値圏
定期買い集め,STRONG,2026-08-13,09:41:05,4013,,10.8,141,
小口売り連続,WATCH,2026-08-13,09:44:05,5599,999.0,5,,
小口売り連続,WATCH,2026-08-13,09:46:03,2998,501.0,5,,
UNDER急増,,2026-08-13,09:49:36,3963,345.0,223.9,35600,安値圏
小口売り連続,WATCH,2026-08-13,09:53:27,2998,500.0,5,,
小口売り連続,WATCH,2026-08-13,10:19:56,2998,502.0,5,,
UNDER急増,,2026-08-13,10:25:00,9115,891.0,39.5,10300,安値圏
小口売り連続,WATCH,2026-08-13,10:25:26,7373,935.0,5,,
UNDER急増,,2026-08-13,10:26:29,6217,805.0,37.6,13700,安値圏
UNDER急増,,2026-08-13,10:26:37,5026,575.0,88.0,18400,安値圏
小口売り連続,WATCH,2026-08-13,10:26:37,4889,1122.0,5,,
UNDER急増,,2026-08-13,10:27:33,6217,806.0,58.9,19900,安値圏
小口売り連続,WATCH,2026-08-13,10:27:42,4889,1123.0,5,,
UNDER急増,,2026-08-13,10:31:34,9130,1479.0,27.0,7600,安値圏
UNDER急増,,2026-08-13,10:35:19,4446,805.0,145.2,32100,安値圏
UNDER急増,,2026-08-13,10:37:21,6217,803.0,58.9,21200,安値圏
小口売り連続,WATCH,2026-08-13,10:38:12,2216,1099.0,5,,
小口売り連続,WATCH,2026-08-13,10:39:26,2998,501.0,5,,
UNDER急増,,2026-08-13,10:47:32,6217,805.0,57.8,20800,安値圏
小口売り連続,WATCH,2026-08-13,10:55:57,4889,1123.0,5,,
小口売り連続,WATCH,2026-08-13,11:02:36,2216,1099.0,5,,
小口売り連続,WATCH,2026-08-13,11:03:50,1514,634.0,5,,
小口売り連続,WATCH,2026-08-13,11:04:57,7373,939.0,5,,
小口売り連続,WATCH,2026-08-13,11:12:30,7373,937.0,5,,
小口売り連続,WATCH,2026-08-13,11:13:02,2998,500.0,5,,
小口売り連続,WATCH,2026-08-13,11:20:10,1514,635.0,5,,
UNDER急増,,2026-08-13,11:29:39,4811,815.0,20.3,1400,安値圏
小口売り連続,WATCH,2026-08-13,12:30:01,5597,1258.0,5,,
小口売り連続,WATCH,2026-08-13,12:33:51,2998,496.0,5,,
UNDER急増,,2026-08-13,12:37:30,5707,1003.0,34.4,26500,安値圏
小口売り連続,WATCH,2026-08-13,12:40:45,2998,494.0,5,,
小口売り連続,STRONG,2026-08-13,12:42:22,2998,494.0,10,,
UNDER急増,,2026-08-13,12:45:57,5707,1002.0,33.2,26300,安値圏
小口売り連続,WATCH,2026-08-13,12:55:05,2998,495.0,5,,
小口売り連続,STRONG,2026-08-13,12:58:34,2998,495.0,10,,
小口売り連続,WATCH,2026-08-13,13:04:10,1514,638.0,5,,
小口売り連続,WATCH,2026-08-13,13:04:38,4263,529.0,5,,
小口売り連続,WATCH,2026-08-13,13:08:28,1514,636.0,5,,
小口売り連続,STRONG,2026-08-13,13:12:49,1514,636.0,10,,
UNDER急増,,2026-08-13,13:17:11,4811,814.0,21.2,1400,安値圏
小口売り連続,WATCH,2026-08-13,13:28:38,2998,495.0,5,,
小口売り連続,STRONG,2026-08-13,13:34:14,2998,495.0,10,,
小口売り連続,WATCH,2026-08-13,13:39:11,5817,1016.0,5,,
小口売り連続,WATCH,2026-08-13,13:43:37,1514,637.0,5,,
小口売り連続,STRONG,2026-08-13,13:46:31,1514,637.0,10,,
小口売り連続,WATCH,2026-08-13,13:47:26,4412,1152.0,5,,
小口売り連続,WATCH,2026-08-13,13:52:22,1514,636.0,5,,
小口売り連続,STRONG,2026-08-13,13:57:53,1514,636.0,10,,
小口売り連続,WATCH,2026-08-13,14:00:29,3963,354.0,5,,
小口売り連続,WATCH,2026-08-13,14:01:02,5707,1026.0,5,,
小口売り連続,WATCH,2026-08-13,14:10:30,2998,494.0,5,,
小口売り連続,STRONG,2026-08-13,14:16:31,2998,494.0,10,,
UNDER急増,,2026-08-13,14:17:22,5729,1737.0,20.8,6000,安値圏
UNDER急増,,2026-08-13,14:17:23,5817,1013.0,32.0,10500,安値圏
UNDER急増,,2026-08-13,14:17:31,4011,2099.0,24.6,5700,安値圏
UNDER急増,,2026-08-13,14:17:33,5026,576.0,66.5,17300,安値圏
UNDER急増,,2026-08-13,14:17:37,2998,494.0,48.9,37100,安値圏
UNDER急増,,2026-08-13,14:17:39,6217,801.0,58.3,13000,安値圏
UNDER急増,,2026-08-13,14:17:43,4013,672.0,64.3,17500,安値圏
UNDER急増,,2026-08-13,14:17:45,4888,325.0,43.6,80300,安値圏
UNDER急増,,2026-08-13,14:18:29,4579,515.0,136.8,46800,安値圏
UNDER急増,,2026-08-13,14:19:11,9556,1975.0,30.8,5300,安値圏
UNDER急増,,2026-08-13,14:20:26,4412,1160.0,36.3,6900,安値圏
UNDER急増,,2026-08-13,14:22:14,4446,805.0,149.3,32100,安値圏
小口売り連続,WATCH,2026-08-13,14:23:44,4889,1182.0,5,,
小口売り連続,WATCH,2026-08-13,14:23:49,2998,494.0,5,,
小口売り連続,STRONG,2026-08-13,14:25:11,2998,494.0,10,,
小口売り連続,WATCH,2026-08-13,14:33:29,4570,1045.0,5,,
小口売り連続,WATCH,2026-08-13,14:41:09,5591,790.0,5,,
小口売り連続,WATCH,2026-08-13,14:42:48,6433,976.0,5,,
小口売り連続,WATCH,2026-08-13,14:47:37,5132,1901.0,5,,
小口売り連続,WATCH,2026-08-13,14:50:13,5707,1026.0,5,,
小口売り連続,WATCH,2026-08-13,14:54:24,7794,911.0,5,,
小口売り連続,STRONG,2026-08-13,15:00:03,5591,787.0,10,,
UNDER急増,,2026-08-13,15:02:02,6217,798.0,35.4,12000,安値圏
小口売り連続,WATCH,2026-08-13,15:17:13,4889,1173.0,5,,
小口売り連続,WATCH,2026-08-13,15:23:55,2216,1098.0,5,,
小口売り連続,WATCH,2026-08-13,15:24:20,5597,1259.0,5,,
小口売り連続,WATCH,2026-08-13,15:24:49,4393,5070.0,5,,
UNDER急増,,2026-08-14,09:01:22,2998,480.0,95.2,37300,安値圏
UNDER急増,,2026-08-14,09:01:30,7794,915.0,32.5,32200,安値圏
UNDER急増,,2026-08-14,09:01:36,7071,385.0,47.7,67300,安値圏
UNDER急増,,2026-08-14,09:01:42,9115,913.0,36.1,6000,安値圏
UNDER急増,,2026-08-14,09:02:03,9130,1489.0,27.5,7500,安値圏
UNDER急増,,2026-08-14,09:03:15,5597,1250.0,42.3,6300,安値圏
UNDER急増,,2026-08-14,09:04:02,9115,896.0,45.6,10400,安値圏
UNDER急増,,2026-08-14,09:04:06,6433,967.0,27.7,9100,安値圏
小口売り連続,WATCH,2026-08-14,09:04:37,7794,921.0,5,,
UNDER急増,,2026-08-14,09:05:38,4263,531.0,26.4,22300,安値圏
UNDER急増,,2026-08-14,09:06:14,9130,1500.0,26.4,7500,安値圏
UNDER急増,,2026-08-14,09:06:36,4011,2071.0,25.9,5700,安値圏
UNDER急増,,2026-08-14,09:07:09,9115,895.0,30.8,9200,安値圏
UNDER急増,,2026-08-14,09:07:52,4395,685.0,64.3,18200,安値圏
小口売り連続,WATCH,2026-08-14,09:08:45,1514,637.0,5,,
UNDER急増,,2026-08-14,09:10:01,4840,539.0,56.3,13800,安値圏
UNDER急増,,2026-08-14,09:11:23,4840,539.0,50.8,13200,安値圏
小口売り連続,WATCH,2026-08-14,09:12:35,4011,2064.0,5,,
UNDER急増,,2026-08-14,09:13:11,4446,808.0,159.2,32000,安値圏
定期買い集め,STRONG,2026-08-14,09:13:20,6580,,26.9,72,
UNDER急増,,2026-08-14,09:15:03,9130,1490.0,22.2,6100,安値圏
UNDER急増,,2026-08-14,09:15:55,5597,1240.0,43.4,6600,安値圏
小口売り連続,WATCH,2026-08-14,09:17:16,4894,5230.0,5,,
UNDER急増,,2026-08-14,09:18:57,5026,575.0,75.3,17100,安値圏
小口売り連続,WATCH,2026-08-14,09:22:56,6217,836.0,5,,
UNDER急増,,2026-08-14,09:30:57,7373,955.0,31.8,24600,安値圏
UNDER急増,,2026-08-14,09:31:12,4840,539.0,72.2,18200,安値圏
UNDER急増,,2026-08-14,09:32:05,7373,956.0,33.7,25300,安値圏
小口売り連続,WATCH,2026-08-14,09:32:26,2998,489.0,5,,
小口売り連続,WATCH,2026-08-14,09:35:31,3692,4705.0,5,,
小口売り連続,WATCH,2026-08-14,09:39:15,7373,961.0,5,,
定期買い集め,STRONG,2026-08-14,09:39:20,4013,,14.5,29,
小口売り連続,WATCH,2026-08-14,09:44:58,7794,949.0,5,,
小口売り連続,WATCH,2026-08-14,09:45:05,1514,648.0,5,,
UNDER急増,,2026-08-14,09:45:21,5729,1765.0,23.5,6000,安値圏
小口売り連続,WATCH,2026-08-14,09:50:18,4888,342.0,5,,
小口売り連続,WATCH,2026-08-14,09:53:50,4570,1028.0,5,,
小口売り連続,WATCH,2026-08-14,09:59:50,1514,653.0,5,,
小口売り連続,WATCH,2026-08-14,10:01:26,7794,946.0,5,,
小口売り連続,WATCH,2026-08-14,10:11:52,4422,580.0,5,,
小口売り連続,WATCH,2026-08-14,10:12:24,7373,978.0,5,,
小口売り連続,WATCH,2026-08-14,10:13:22,4894,5360.0,5,,
小口売り連続,WATCH,2026-08-14,10:15:01,4889,1189.0,5,,
小口売り連続,STRONG,2026-08-14,10:15:18,4894,5340.0,10,,
小口売り連続,WATCH,2026-08-14,10:16:34,6217,832.0,5,,
UNDER急増,,2026-08-14,10:19:12,6228,501.0,83.8,24300,安値圏
小口売り連続,WATCH,2026-08-14,10:19:39,1514,656.0,5,,
小口売り連続,WATCH,2026-08-14,10:26:39,3692,4680.0,5,,
小口売り連続,WATCH,2026-08-14,10:27:19,9256,1163.0,5,,
小口売り連続,WATCH,2026-08-14,10:28:25,3692,4675.0,5,,
小口売り連続,WATCH,2026-08-14,10:31:08,5707,1115.0,5,,
小口売り連続,WATCH,2026-08-14,10:31:30,4889,1188.0,5,,
小口売り連続,WATCH,2026-08-14,10:41:09,2998,494.0,5,,
UNDER急増,,2026-08-14,10:44:06,9145,567.0,20.3,2400,安値圏
小口売り連続,WATCH,2026-08-14,10:49:51,3692,4770.0,5,,
小口売り連続,WATCH,2026-08-14,10:56:23,7034,372.0,5,,
小口売り連続,WATCH,2026-08-14,10:57:10,5892,2402.0,5,,
小口売り連続,WATCH,2026-08-14,11:01:30,2998,493.0,5,,
UNDER急増,,2026-08-14,11:03:11,9145,565.0,20.2,2400,安値圏
小口売り連続,WATCH,2026-08-14,11:11:21,5707,1106.0,5,,
小口売り連続,WATCH,2026-08-14,11:14:27,4894,5470.0,5,,
小口売り連続,WATCH,2026-08-14,11:17:23,2998,492.0,5,,
小口売り連続,STRONG,2026-08-14,11:21:01,2998,492.0,10,,
小口売り連続,WATCH,2026-08-14,11:23:17,6217,835.0,5,,
UNDER急増,,2026-08-14,11:27:04,9145,566.0,21.7,2600,安値圏
UNDER急増,,2026-08-14,12:25:59,3963,358.0,21.3,2700,安値圏
小口売り連続,WATCH,2026-08-14,12:30:01,5132,2022.0,5,,
